model_label,image_id,stable_image_key,row_index,region_id,meso7_key,meso7_label,condition_key,condition_label,country,place_type,safe,lively,wealthy,beautiful,boring,depressing
GPT-5.2,google_gsv_013450,row_1363,1363,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Cyprus,town,68,12,42,55,78,28
GPT-5.2,google_gsv_026274,row_1364,1364,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,United Kingdom of Great Britain and Northern Ireland,town,78,22,55,60,68,20
GPT-5.2,google_gsv_026274,row_1364,1364,Northern_Europe,europe_northern_america,ENA,oceania,OCE,United Kingdom of Great Britain and Northern Ireland,town,74,24,55,62,66,22
GPT-5.2,google_gsv_026274,row_1364,1364,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,United Kingdom of Great Britain and Northern Ireland,town,78,18,62,64,66,22
GPT-5.2,google_gsv_026274,row_1364,1364,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,United Kingdom of Great Britain and Northern Ireland,town,78,22,55,63,60,18
GPT-5.2,google_gsv_026274,row_1364,1364,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,United Kingdom of Great Britain and Northern Ireland,town,72,18,55,62,68,20
GPT-5.2,google_gsv_020342,row_1365,1365,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Denmark,urban,62,25,38,55,68,35
GPT-5.2,google_gsv_020342,row_1365,1365,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Denmark,urban,72,22,45,62,58,18
GPT-5.2,google_gsv_020342,row_1365,1365,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Denmark,urban,72,22,40,68,64,26
GPT-5.2,google_gsv_020342,row_1365,1365,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Denmark,urban,62,18,35,58,72,34
GPT-5.2,google_gsv_020342,row_1365,1365,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Denmark,urban,62,18,40,55,66,38
GPT-5.2,google_gsv_020342,row_1365,1365,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Denmark,urban,62,20,35,58,70,38
GPT-5.2,google_gsv_012963,row_1366,1366,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,United Kingdom of Great Britain and Northern Ireland,urban,70,15,35,45,75,40
GPT-5.2,google_gsv_020342,row_1365,1365,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Denmark,urban,62,18,38,58,64,34
GPT-5.2,google_gsv_020342,row_1365,1365,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Denmark,urban,62,18,38,58,67,34
GPT-5.2,google_gsv_012963,row_1366,1366,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,United Kingdom of Great Britain and Northern Ireland,urban,72,18,42,38,76,34
GPT-5.2,google_gsv_012963,row_1366,1366,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,United Kingdom of Great Britain and Northern Ireland,urban,72,18,42,45,74,30
GPT-5.2,google_gsv_012963,row_1366,1366,Northern_Europe,europe_northern_america,ENA,neutral,NEU,United Kingdom of Great Britain and Northern Ireland,urban,72,18,36,44,70,32
GPT-5.2,google_gsv_012963,row_1366,1366,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,United Kingdom of Great Britain and Northern Ireland,urban,74,18,38,42,72,34
GPT-5.2,google_gsv_028257,row_1367,1367,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Iceland,town,62,18,34,32,74,46
GPT-5.2,google_gsv_028257,row_1367,1367,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Iceland,town,68,18,52,36,72,44
GPT-5.2,google_gsv_028257,row_1367,1367,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Iceland,town,62,18,38,35,74,48
GPT-5.2,google_gsv_012963,row_1366,1366,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,United Kingdom of Great Britain and Northern Ireland,urban,72,18,38,42,74,32
GPT-5.2,google_gsv_028257,row_1367,1367,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Iceland,town,68,18,36,34,74,46
GPT-5.2,google_gsv_028257,row_1367,1367,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Iceland,town,68,18,42,30,74,46
GPT-5.2,google_gsv_012963,row_1366,1366,Northern_Europe,europe_northern_america,ENA,oceania,OCE,United Kingdom of Great Britain and Northern Ireland,urban,72,18,42,46,74,34
GPT-5.2,google_gsv_028257,row_1367,1367,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Iceland,town,68,18,38,35,74,46
GPT-5.2,google_gsv_019698,row_1368,1368,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Norway,town,72,18,55,40,78,52
GPT-5.2,google_gsv_019698,row_1368,1368,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Norway,town,62,18,38,28,78,55
GPT-5.2,google_gsv_028257,row_1367,1367,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Iceland,town,72,18,38,32,77,44
GPT-5.2,google_gsv_019698,row_1368,1368,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Norway,town,70,20,55,35,75,55
GPT-5.2,google_gsv_019698,row_1368,1368,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Norway,town,72,22,48,34,76,58
GPT-5.2,google_gsv_019698,row_1368,1368,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Norway,town,72,18,55,34,78,56
GPT-5.2,google_gsv_019698,row_1368,1368,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Norway,town,68,22,52,34,74,58
GPT-5.2,google_gsv_029023,row_1369,1369,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Sweden,town,72,22,38,35,75,45
GPT-5.2,google_gsv_029023,row_1369,1369,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Sweden,town,78,28,62,55,70,32
GPT-5.2,google_gsv_019698,row_1368,1368,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Norway,town,66,22,52,34,72,55
GPT-5.2,google_gsv_019698,row_1368,1368,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Norway,town,72,18,48,32,74,56
GPT-5.2,google_gsv_029023,row_1369,1369,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Sweden,town,72,22,55,38,74,34
GPT-5.2,google_gsv_029023,row_1369,1369,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Sweden,town,70,25,40,35,70,45
GPT-5.2,google_gsv_017971,row_1370,1370,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Estonia,urban,65,15,35,30,75,50
GPT-5.2,google_gsv_029023,row_1369,1369,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Sweden,town,72,28,40,35,70,38
GPT-5.2,google_gsv_029023,row_1369,1369,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Sweden,town,67,28,38,34,72,46
GPT-5.2,google_gsv_029023,row_1369,1369,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Sweden,town,74,28,52,40,72,44
GPT-5.2,google_gsv_017971,row_1370,1370,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Estonia,urban,70,15,35,30,80,45
GPT-5.2,google_gsv_017971,row_1370,1370,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Estonia,urban,72,18,34,30,74,46
GPT-5.2,google_gsv_011156,row_1371,1371,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Finland,urban,70,20,40,55,75,35
GPT-5.2,google_gsv_017971,row_1370,1370,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Estonia,urban,68,18,32,24,78,46
GPT-5.2,google_gsv_017971,row_1370,1370,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Estonia,urban,67,18,32,28,74,46
GPT-5.2,google_gsv_017971,row_1370,1370,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Estonia,urban,72,18,35,28,78,46
GPT-5.2,google_gsv_017971,row_1370,1370,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Estonia,urban,68,15,30,28,75,55
GPT-5.2,google_gsv_011156,row_1371,1371,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Finland,urban,78,22,55,52,74,28
GPT-5.2,google_gsv_011156,row_1371,1371,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Finland,urban,72,22,48,44,68,32
GPT-5.2,google_gsv_017971,row_1370,1370,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Estonia,urban,62,18,34,28,78,46
GPT-5.2,google_gsv_011156,row_1371,1371,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Finland,urban,72,18,45,52,70,28
GPT-5.2,google_gsv_011156,row_1371,1371,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Finland,urban,72,18,46,54,70,28
GPT-5.2,google_gsv_011156,row_1371,1371,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Finland,urban,78,22,55,58,72,30
GPT-5.2,google_gsv_011156,row_1371,1371,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Finland,urban,72,22,40,48,68,30
GPT-5.2,google_gsv_015005,row_1372,1372,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Lithuania,urban,68,12,45,30,82,55
GPT-5.2,google_gsv_015005,row_1372,1372,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Lithuania,urban,68,18,38,34,78,52
GPT-5.2,google_gsv_015005,row_1372,1372,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Lithuania,urban,62,12,38,40,78,55
GPT-5.2,google_gsv_015005,row_1372,1372,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Lithuania,urban,62,12,35,28,82,58
GPT-5.2,google_gsv_015005,row_1372,1372,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Lithuania,urban,62,18,35,34,78,56
GPT-5.2,google_gsv_015005,row_1372,1372,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Lithuania,urban,62,15,35,28,80,55
GPT-5.2,google_gsv_011657,row_1373,1373,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Norway,urban,78,18,62,55,74,22
GPT-5.2,google_gsv_011657,row_1373,1373,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Norway,urban,78,18,56,52,74,22
GPT-5.2,google_gsv_011156,row_1371,1371,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Finland,urban,72,22,38,46,74,33
GPT-5.2,google_gsv_011657,row_1373,1373,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Norway,urban,78,18,52,55,72,22
GPT-5.2,google_gsv_015005,row_1372,1372,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Lithuania,urban,68,12,32,38,82,56
GPT-5.2,google_gsv_011657,row_1373,1373,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Norway,urban,82,18,55,50,74,28
GPT-5.2,google_gsv_011657,row_1373,1373,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Norway,urban,78,12,55,52,76,20
GPT-5.2,google_gsv_015005,row_1372,1372,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Lithuania,urban,62,18,38,32,78,55
GPT-5.2,google_gsv_013993,row_1374,1374,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Spain,urban,62,18,30,28,75,55
GPT-5.2,google_gsv_011657,row_1373,1373,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Norway,urban,78,18,62,55,70,22
GPT-5.2,google_gsv_013993,row_1374,1374,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Spain,urban,62,18,35,28,78,55
GPT-5.2,google_gsv_013993,row_1374,1374,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Spain,urban,68,18,32,34,78,55
GPT-5.2,google_gsv_011657,row_1373,1373,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Norway,urban,78,18,55,52,74,26
GPT-5.2,google_gsv_013993,row_1374,1374,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Spain,urban,58,18,32,28,74,55
GPT-5.2,google_gsv_011657,row_1373,1373,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Norway,urban,78,18,55,52,76,24
GPT-5.2,google_gsv_013993,row_1374,1374,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Spain,urban,62,18,28,32,74,58
GPT-5.2,google_gsv_001045,row_1375,1375,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Sweden,urban,72,22,48,30,78,46
GPT-5.2,google_gsv_013993,row_1374,1374,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Spain,urban,62,18,35,30,78,55
GPT-5.2,google_gsv_001045,row_1375,1375,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Sweden,urban,70,15,35,25,75,55
GPT-5.2,google_gsv_013993,row_1374,1374,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Spain,urban,62,18,35,30,78,55
GPT-5.2,google_gsv_013993,row_1374,1374,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Spain,urban,62,18,34,28,78,56
GPT-5.2,google_gsv_001045,row_1375,1375,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Sweden,urban,68,22,38,28,78,52
GPT-5.2,google_gsv_001045,row_1375,1375,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Sweden,urban,68,18,38,30,78,52
GPT-5.2,google_gsv_001045,row_1375,1375,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Sweden,urban,62,18,35,22,78,55
GPT-5.2,google_gsv_010645,row_1376,1376,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Cyprus,town,63,12,40,45,78,52
GPT-5.2,google_gsv_001045,row_1375,1375,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Sweden,urban,72,18,38,24,78,52
GPT-5.2,google_gsv_001045,row_1375,1375,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Sweden,urban,67,18,42,28,78,55
GPT-5.2,google_gsv_010645,row_1376,1376,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Cyprus,town,70,15,55,45,75,35
GPT-5.2,google_gsv_010645,row_1376,1376,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Cyprus,town,62,18,45,40,76,52
GPT-5.2,google_gsv_019233,row_1377,1377,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Estonia,urban,68,20,35,40,70,38
GPT-5.2,google_gsv_010645,row_1376,1376,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Cyprus,town,62,12,45,40,78,48
GPT-5.2,google_gsv_001045,row_1375,1375,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Sweden,urban,62,18,36,28,78,52
GPT-5.2,google_gsv_010645,row_1376,1376,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Cyprus,town,68,12,52,38,78,46
GPT-5.2,google_gsv_019233,row_1377,1377,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Estonia,urban,70,25,40,45,65,35
GPT-5.2,google_gsv_019233,row_1377,1377,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Estonia,urban,72,24,48,52,66,32
GPT-5.2,google_gsv_010645,row_1376,1376,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Cyprus,town,70,15,45,40,75,35
GPT-5.2,google_gsv_019233,row_1377,1377,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Estonia,urban,72,28,42,46,68,38
GPT-5.2,google_gsv_010645,row_1376,1376,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Cyprus,town,62,12,48,38,78,32
GPT-5.2,google_gsv_019233,row_1377,1377,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Estonia,urban,66,18,34,40,72,46
GPT-5.2,google_gsv_010645,row_1376,1376,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Cyprus,town,63,18,42,38,74,46
GPT-5.2,google_gsv_019233,row_1377,1377,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Estonia,urban,68,22,35,46,72,44
GPT-5.2,google_gsv_019233,row_1377,1377,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Estonia,urban,62,18,34,38,72,46
GPT-5.2,google_gsv_019233,row_1377,1377,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Estonia,urban,72,18,34,42,76,44
GPT-5.2,google_gsv_003378,row_1378,1378,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Spain,town,62,18,44,40,70,33
GPT-5.2,google_gsv_003378,row_1378,1378,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Spain,town,62,18,42,45,74,38
GPT-5.2,google_gsv_003378,row_1378,1378,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Spain,town,62,15,38,34,72,33
GPT-5.2,google_gsv_003378,row_1378,1378,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Spain,town,62,18,38,32,74,46
GPT-5.2,google_gsv_003378,row_1378,1378,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Spain,town,62,18,38,32,74,45
GPT-5.2,google_gsv_003378,row_1378,1378,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Spain,town,63,15,32,38,74,46
GPT-5.2,google_gsv_003378,row_1378,1378,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Spain,town,62,15,35,40,78,45
GPT-5.2,google_gsv_026260,row_1379,1379,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Lithuania,urban,58,18,32,46,74,52
GPT-5.2,google_gsv_003378,row_1378,1378,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Spain,town,68,18,42,40,74,36
GPT-5.2,google_gsv_026260,row_1379,1379,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Lithuania,urban,62,18,35,46,74,55
GPT-5.2,google_gsv_026260,row_1379,1379,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Lithuania,urban,62,18,32,44,70,55
GPT-5.2,google_gsv_026260,row_1379,1379,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Lithuania,urban,55,20,35,45,70,55
GPT-5.2,google_gsv_026260,row_1379,1379,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Lithuania,urban,62,18,34,48,72,46
GPT-5.2,google_gsv_018732,row_1380,1380,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Lithuania,town,70,25,45,55,68,45
GPT-5.2,google_gsv_026260,row_1379,1379,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Lithuania,urban,62,18,32,44,70,55
GPT-5.2,google_gsv_026260,row_1379,1379,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Lithuania,urban,62,20,35,48,72,55
GPT-5.2,google_gsv_018732,row_1380,1380,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Lithuania,town,72,22,48,55,68,44
GPT-5.2,google_gsv_018732,row_1380,1380,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Lithuania,town,72,28,45,50,70,42
GPT-5.2,google_gsv_018732,row_1380,1380,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Lithuania,town,72,28,52,58,66,42
GPT-5.2,google_gsv_026260,row_1379,1379,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Lithuania,urban,62,22,34,46,73,55
GPT-5.2,google_gsv_018732,row_1380,1380,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Lithuania,town,74,22,46,55,68,44
GPT-5.2,google_gsv_018732,row_1380,1380,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Lithuania,town,78,22,55,52,70,38
GPT-5.2,google_gsv_018732,row_1380,1380,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Lithuania,town,72,28,46,52,68,44
GPT-5.2,google_gsv_030128,row_1381,1381,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Ireland,urban,78,22,66,54,71,36
GPT-5.2,google_gsv_030128,row_1381,1381,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Ireland,urban,82,28,68,60,63,32
GPT-5.2,google_gsv_030128,row_1381,1381,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Ireland,urban,78,22,64,50,72,34
GPT-5.2,google_gsv_018732,row_1380,1380,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Lithuania,town,72,22,38,44,68,46
GPT-5.2,google_gsv_030128,row_1381,1381,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Ireland,urban,82,22,70,58,72,34
GPT-5.2,google_gsv_028253,row_1382,1382,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,United Kingdom of Great Britain and Northern Ireland,urban,74,18,52,34,78,46
GPT-5.2,google_gsv_030128,row_1381,1381,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Ireland,urban,82,22,62,55,74,38
GPT-5.2,google_gsv_030128,row_1381,1381,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Ireland,urban,78,28,66,55,70,42
GPT-5.2,google_gsv_030128,row_1381,1381,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Ireland,urban,78,22,62,55,74,38
GPT-5.2,google_gsv_028253,row_1382,1382,Northern_Europe,europe_northern_america,ENA,neutral,NEU,United Kingdom of Great Britain and Northern Ireland,urban,68,15,35,28,75,55
GPT-5.2,google_gsv_030128,row_1381,1381,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Ireland,urban,82,22,68,58,72,34
GPT-5.2,google_gsv_028253,row_1382,1382,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,United Kingdom of Great Britain and Northern Ireland,urban,62,12,38,34,78,52
GPT-5.2,google_gsv_028253,row_1382,1382,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,United Kingdom of Great Britain and Northern Ireland,urban,68,12,38,30,74,55
GPT-5.2,google_gsv_028253,row_1382,1382,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,United Kingdom of Great Britain and Northern Ireland,urban,62,12,38,25,78,55
GPT-5.2,google_gsv_028253,row_1382,1382,Northern_Europe,europe_northern_america,ENA,oceania,OCE,United Kingdom of Great Britain and Northern Ireland,urban,72,18,45,34,78,52
GPT-5.2,google_gsv_028253,row_1382,1382,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,United Kingdom of Great Britain and Northern Ireland,urban,72,18,52,34,78,55
GPT-5.2,google_gsv_023631,row_1383,1383,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Cyprus,town,55,15,58,32,78,52
GPT-5.2,google_gsv_023631,row_1383,1383,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Cyprus,town,55,15,65,35,75,55
GPT-5.2,google_gsv_023631,row_1383,1383,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Cyprus,town,45,15,55,35,75,60
GPT-5.2,google_gsv_023631,row_1383,1383,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Cyprus,town,45,15,55,30,75,55
GPT-5.2,google_gsv_028253,row_1382,1382,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,United Kingdom of Great Britain and Northern Ireland,urban,62,12,38,28,78,55
GPT-5.2,google_gsv_019860,row_1384,1384,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Finland,town,45,5,25,20,85,70
GPT-5.2,google_gsv_023631,row_1383,1383,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Cyprus,town,52,12,58,30,78,62
GPT-5.2,google_gsv_023631,row_1383,1383,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Cyprus,town,52,18,63,34,78,56
GPT-5.2,google_gsv_019860,row_1384,1384,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Finland,town,55,5,25,20,80,65
GPT-5.2,google_gsv_023631,row_1383,1383,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Cyprus,town,55,15,60,30,75,55
GPT-5.2,google_gsv_019860,row_1384,1384,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Finland,town,45,5,15,20,80,70
GPT-5.2,google_gsv_019860,row_1384,1384,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Finland,town,55,5,25,30,80,55
GPT-5.2,google_gsv_023631,row_1383,1383,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Cyprus,town,56,12,62,38,78,52
GPT-5.2,google_gsv_019860,row_1384,1384,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Finland,town,42,8,18,34,82,58
GPT-5.2,google_gsv_029521,row_1385,1385,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Norway,town,68,18,45,30,72,58
GPT-5.2,google_gsv_029521,row_1385,1385,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Norway,town,70,15,55,40,75,55
GPT-5.2,google_gsv_029521,row_1385,1385,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Norway,town,70,18,45,30,78,58
GPT-5.2,google_gsv_029521,row_1385,1385,Northern_Europe,europe_northern_america,ENA,central_southern_asia,CSA,Norway,town,62,18,50,34,74,61
GPT-5.2,google_gsv_029521,row_1385,1385,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Norway,town,68,18,52,34,77,58
GPT-5.2,google_gsv_029521,row_1385,1385,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Norway,town,62,18,45,28,74,60
GPT-5.2,google_gsv_019860,row_1384,1384,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Finland,town,55,5,20,30,85,60
GPT-5.2,google_gsv_019860,row_1384,1384,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Finland,town,55,10,35,45,80,55
GPT-5.2,google_gsv_029521,row_1385,1385,Northern_Europe,europe_northern_america,ENA,europe_northern_america,ENA,Norway,town,68,18,45,32,72,58
GPT-5.2,google_gsv_020308,row_1386,1386,Northern_Europe,europe_northern_america,ENA,sub_saharan_africa,SSA,Finland,urban,62,18,35,48,72,54
GPT-5.2,google_gsv_020308,row_1386,1386,Northern_Europe,europe_northern_america,ENA,east_southeast_asia,ESEA,Finland,urban,62,18,34,48,76,46
GPT-5.2,google_gsv_020308,row_1386,1386,Northern_Europe,europe_northern_america,ENA,oceania,OCE,Finland,urban,62,18,32,45,72,48
GPT-5.2,google_gsv_029521,row_1385,1385,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Norway,town,68,18,52,34,74,56
GPT-5.2,google_gsv_020308,row_1386,1386,Northern_Europe,europe_northern_america,ENA,latin_america_caribbean,LAC,Finland,urban,62,18,34,46,72,44
GPT-5.2,google_gsv_020308,row_1386,1386,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Finland,urban,62,18,35,48,72,44
GPT-5.2,google_gsv_020308,row_1386,1386,Northern_Europe,europe_northern_america,ENA,northern_africa_western_asia,NAWA,Finland,urban,62,18,38,46,74,48
GPT-5.2,google_gsv_024321,row_1387,1387,Northern_Europe,europe_northern_america,ENA,neutral,NEU,Latvia,urban,82,28,55,70,58,18
