model_label,image_id,condition_key,snippet
GPT-5.2,google_gsv_023983,northern_africa_western_asia,"{""safe"":62,""lively"":38,""wealthy"":32,""beautiful"":45,""boring"
GPT-5.2,google_gsv_000724,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":38,""beautiful"":"
GPT-5.2,google_gsv_011886,sub_saharan_africa,"{""safe"":55,""lively"":25,""wealthy"":40,""beautiful"":35,""boring"":65"
GPT-5.2,google_gsv_001777,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":25,""beautiful"":48,""boring"":72,""depressing"":"
GPT-5.2,google_gsv_026024,sub_saharan_africa,"{""safe"":78,""lively"":18,""wealthy"":55,""beautiful"":82,""boring"
GPT-5.2,google_gsv_005191,sub_saharan_africa,"{""safe"":62,""lively"":12,""wealthy"":35"
GPT-5.2,google_gsv_014112,sub_saharan_africa,"{""safe"":55,""lively"":15,""wealthy"":35,""beautiful"":50,""boring"":75,""de"
GPT-5.2,google_gsv_029604,sub_saharan_africa,"{""safe"":42,""lively"":38,""wealthy"":22,""beautiful"
GPT-5.2,google_gsv_015698,northern_africa_western_asia,"{""safe"":62,""lively"":18,""wealthy"":22,""beautiful"":46,""boring"":68"
GPT-5.2,google_gsv_005146,sub_saharan_africa,"{""safe"":58,""lively"":28,""wealthy"
GPT-5.2,google_gsv_023156,sub_saharan_africa,"{""safe"
GPT-5.2,google_gsv_023156,central_southern_asia,"{
  ""safe"": 62,
  ""lively"": 38,
  ""wealthy"": 32,
  ""beautiful"": 45,
  ""boring"": 58,"
GPT-5.2,google_gsv_014053,sub_saharan_africa,"{""safe"":72,""lively"":28"
GPT-5.2,google_gsv_002954,sub_saharan_africa,"{""safe"":68,""lively"":18,""wealthy"":30,""beautiful"":55,"""
GPT-5.2,google_gsv_008516,sub_saharan_africa,"{""safe"":74,""lively"":28,""wealthy"":45,""beautiful"":82,""boring"":62"
GPT-5.2,google_gsv_002505,sub_saharan_africa,"{""safe"":74,""lively"":18,""wealthy"":45,""beautiful"":56,""boring"":"
GPT-5.2,google_gsv_002505,northern_africa_western_asia,"{
  ""safe"": 72,
  ""lively"": 18,
  ""wealthy"": 45,
  ""beautiful"": 52,
  ""boring"": 78,"
GPT-5.2,google_gsv_003348,northern_africa_western_asia,"{""safe"":62,""lively"":12,""wealthy"":38,""beautiful"":46,""boring"":"
GPT-5.2,google_gsv_004102,sub_saharan_africa,"{""safe"":78,""lively"":22,""wealthy"":55,""beautiful"":"
GPT-5.2,google_gsv_029365,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":55,""beautiful"":28,""boring"":78,"""
GPT-5.2,google_gsv_009628,sub_saharan_africa,"{""safe"":78,""lively"":22,""wealthy"":68,""beautiful"":"
GPT-5.2,google_gsv_018283,northern_africa_western_asia,"{""safe"":62,""lively"":18,""wealthy"":32"
GPT-5.2,google_gsv_029224,sub_saharan_africa,"{""safe"":72,""lively"":20,""wealthy"":45,""beautiful"":40,""bor"
GPT-5.2,google_gsv_025707,northern_africa_western_asia,"{""safe"":68,"""
GPT-5.2,google_gsv_013786,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":50,""beautiful"":28,""boring"":74"
GPT-5.2,google_gsv_026321,sub_saharan_africa,"{""safe"":62,""lively"":38,""wealthy"":35,""beautiful"":34"
GPT-5.2,google_gsv_001868,central_southern_asia,"{
  ""safe"": 58,
  ""lively"": 62,
  ""wealthy"": 52,
  ""beautiful"": 38,
  ""boring"": 55,"
GPT-5.2,google_gsv_000957,sub_saharan_africa,"{""safe"":74,""lively"":22,""wealthy"":55,""beautiful"":48,""boring"":68,"""
GPT-5.2,google_gsv_015417,sub_saharan_africa,"{""safe"":78,""lively"":18,""wealthy"":"
GPT-5.2,google_gsv_010339,northern_africa_western_asia,"{""safe"":67,""lively"":18,""wealthy"":32,""beautiful"":46,""boring"":74,""de"
GPT-5.2,google_gsv_003289,sub_saharan_africa,"{""safe"":55,""lively"":15,""wealthy"":35"
GPT-5.2,google_gsv_025793,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":58,""beautiful"":"
GPT-5.2,google_gsv_011055,central_southern_asia,"{
  ""safe"": 78,
  ""lively"": 32,
  ""wealthy"": 64,
  ""beautiful"": 82,
  ""boring"": 62,
  """
GPT-5.2,google_gsv_029377,sub_saharan_africa,"{""safe"":65,""lively"":15,""wealthy"":30,""beautiful"":50,""boring"":"
GPT-5.2,google_gsv_016457,sub_saharan_africa,"{""safe"":55,""lively"":10,""wealthy"":15,""beautiful"":35,""boring"":80,""depressing"
GPT-5.2,google_gsv_016348,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":38,""beautiful"":61,""boring"":74,"""
GPT-5.2,google_gsv_021266,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":45,""beautiful"":40,""boring"":78,""de"
GPT-5.2,google_gsv_021266,northern_africa_western_asia,"{""safe"":62,""lively"":18,""wealthy"
GPT-5.2,google_gsv_001798,central_southern_asia,"{""safe"":58,""lively"":22,""wealthy"":55,""beautiful"":34,""boring"":72,""de"
GPT-5.2,google_gsv_025140,central_southern_asia,"{""safe"":62,""lively"":18,""wealthy"":30,""beautiful"":44,""boring"":72,""depressing"
GPT-5.2,google_gsv_015133,northern_africa_western_asia,"{""safe"":78,""lively"":22,""wealthy"":62,""beautiful"":48,""boring"":66,""depress"
GPT-5.2,google_gsv_015133,east_southeast_asia,"{""safe"":72,""lively"":22,""wealthy"":58,""beautiful"":46,""boring"
GPT-5.2,google_gsv_010055,northern_africa_western_asia,"{
  ""safe"": 55,
  ""lively"": 25,
  ""wealthy"": 20,
  """
GPT-5.2,google_gsv_021633,northern_africa_western_asia,"{
  ""safe"": 55,
  ""lively"": 60,
  ""wealthy"": 30,
  ""beautiful"": 40,
  ""boring"": 45,"
GPT-5.2,google_gsv_021633,latin_america_caribbean,"{
  ""safe"": 45,
  ""lively"": 55,
  ""wealthy"": 25,
  ""beautiful"": 35,
  ""boring"":"
GPT-5.2,google_gsv_029784,central_southern_asia,"{""safe"":45,""lively"":20,""wealthy"":35,""beautiful"":25,""boring"":"
GPT-5.2,google_gsv_017837,sub_saharan_africa,"{""safe"":45,""lively"":15,""wealthy"":25,""beautiful"":30,""boring"":75,"""
GPT-5.2,google_gsv_008575,northern_africa_western_asia,"{
  ""safe"": 63,
  ""lively"": 18,
  ""wealthy"": 22,
  ""beautiful"": 34,
  ""boring"": 72,
  ""de"
GPT-5.2,google_gsv_008882,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":22,""beautiful"":44,""boring"":74,"""
GPT-5.2,google_gsv_018053,sub_saharan_africa,"{
  ""safe"": 42,
  ""lively"": 18,
  ""wealthy"": 20,
  ""beautiful"": 34,
  ""boring"":"
GPT-5.2,google_gsv_023287,sub_saharan_africa,"{""safe"":55,""lively"":20,""wealthy"":30,""beautiful"":35,""boring"":65,""depressing"":"
GPT-5.2,google_gsv_023662,sub_saharan_africa,"{""safe"":55,""lively"":20,""wealthy"":18,""beautiful"":35,""boring"":72,""depressing"":"
GPT-5.2,google_gsv_013988,sub_saharan_africa,"{""safe"":62,""lively"":38,""wealthy"":35,""beautiful"":40,""bor"
GPT-5.2,google_gsv_019575,northern_africa_western_asia,"{""safe"":43,""lively"
GPT-5.2,google_gsv_018191,central_southern_asia,"{""safe"":62,""lively"":28,""wealthy"":32"
GPT-5.2,google_gsv_015568,central_southern_asia,"{""safe"":62,""lively"":18,""wealthy"":32,""beautiful"
GPT-5.2,google_gsv_000515,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":28,""beautiful"":34,""boring"":"
GPT-5.2,google_gsv_027617,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":30,""beautiful"":45,""boring"":72,"""
GPT-5.2,google_gsv_014680,europe_northern_america,"{""safe"":52,""lively"":18,""wealthy"":24,""beautiful"":40,""boring"":72,""depressing"":"
GPT-5.2,google_gsv_002256,sub_saharan_africa,"{""safe"":62,""lively"":22,""wealthy"":35,""beautiful"":48,""boring"":64,"""
GPT-5.2,google_gsv_004823,sub_saharan_africa,"{""safe"":62,""lively"
GPT-5.2,google_gsv_010281,northern_africa_western_asia,"{
  ""safe"": 52,
  ""lively"": 45,
  ""wealthy"": 28,
  ""beautiful"": 34,
  ""boring"": 56,
  ""depressing"
GPT-5.2,google_gsv_010083,sub_saharan_africa,"{""safe"":55,""lively"":25"
GPT-5.2,google_gsv_023200,sub_saharan_africa,"{""safe"":58,""lively"":18,""wealthy"
GPT-5.2,google_gsv_002814,neutral,"{""safe"":62,""lively"":38,""wealthy"":28,""beautiful"":46,""boring"":60,"""
GPT-5.2,google_gsv_002814,central_southern_asia,"{""safe"":63,""lively"":38,""wealthy"":27,""beautiful"":55,""boring"":"
GPT-5.2,google_gsv_013254,sub_saharan_africa,"{""safe"":48,""lively"":28,""wealthy"":26"
GPT-5.2,google_gsv_014361,sub_saharan_africa,"{""safe"":62,""lively"":18"
GPT-5.2,google_gsv_003454,northern_africa_western_asia,"{""safe"":55,""lively"":"
GPT-5.2,google_gsv_003454,east_southeast_asia,"{""safe"":55,""lively"":15,""wealthy"":18,""beautiful"":30,""boring"":75,""de"
GPT-5.2,google_gsv_023358,latin_america_caribbean,"{""safe"":55,""lively"":18,""wealthy"":25,""beautiful"":"
GPT-5.2,google_gsv_010959,sub_saharan_africa,"{""safe"":72,""lively"":"
GPT-5.2,google_gsv_010959,east_southeast_asia,"{""safe"":72,""lively"":18,""wealth"
GPT-5.2,google_gsv_020159,sub_saharan_africa,"{""safe"":65,""l"
GPT-5.2,google_gsv_019347,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":35,"""
GPT-5.2,google_gsv_008750,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":52,""beautiful"":45,""boring"":"
GPT-5.2,google_gsv_026597,northern_africa_western_asia,"{
  ""safe"": 55,
  ""lively"": 12,
  ""wealthy"": 25,"
GPT-5.2,google_gsv_008773,sub_saharan_africa,"{""safe"":78,""lively"":18,""wealthy"":52,""beautiful"":55,""boring"":70,""depressing"":"
GPT-5.2,google_gsv_010591,northern_africa_western_asia,"{""safe"":52,""lively"":28,""wealthy"":35,""beautiful"":40,""boring"":62,"""
GPT-5.2,google_gsv_010591,sub_saharan_africa,"{""safe"":55,""lively"":35,""wealthy"":30,""beautiful"":40,""bor"
GPT-5.2,google_gsv_023407,sub_saharan_africa,"{""safe"":78,""lively"":22,""wealthy"":55,""beautiful"":"
GPT-5.2,google_gsv_005610,northern_africa_western_asia,"{""safe"":58,""lively"":18,""wealthy"":32,""beautiful"":28,""boring"":70,""depressing"
GPT-5.2,google_gsv_025520,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":38,""beautiful"":42,""boring"":74"
GPT-5.2,google_gsv_025147,northern_africa_western_asia,"{""safe"":55,""lively"":10,""wealthy"":20,""beautiful"":30,""boring"":80,""depressing"
GPT-5.2,google_gsv_013327,central_southern_asia,"{
  ""safe"": 58,
  ""lively"": 18,
  ""wealthy"": 22,
  ""beautiful"": 44,
  ""boring"": 76,
  ""de"
GPT-5.2,google_gsv_025863,central_southern_asia,"{""safe"":55,""lively"":10,""wealthy"":20,""beautiful"":30,""boring"":75,""depressing"":"
GPT-5.2,google_gsv_029307,sub_saharan_africa,"{""safe"":56,""lively"":12,""wealthy"":18,""beautiful"":24,""boring"":78,""depressing"
GPT-5.2,google_gsv_012522,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":34,"""
GPT-5.2,google_gsv_020942,central_southern_asia,"{""safe"":68,""lively"":28,""wealthy"":55,""beautiful"":38,""boring"":65,"""
GPT-5.2,google_gsv_000431,sub_saharan_africa,"{""safe"":72,""lively"":22,""wealthy"":55,"""
GPT-5.2,google_gsv_000046,sub_saharan_africa,"{
  ""safe"": 55,
  ""lively"": 20,
  ""wealthy"": 35,
  ""beautiful"": 25,
  ""boring"":"
GPT-5.2,google_gsv_024645,northern_africa_western_asia,"{""safe"":42,""lively"":12,""wealthy"":18,""beautiful"":20,"""
GPT-5.2,google_gsv_003508,sub_saharan_africa,"{""safe"":68,""lively"":22,""wealthy"":55,""beautiful"":40,""boring"":74,""de"
GPT-5.2,google_gsv_019318,northern_africa_western_asia,"{
  ""safe"": 62,
  ""lively"": 55,
  ""wealthy"": 48,
  ""beautiful"": 35,
  ""boring"": 52,
  ""depressing"":"
GPT-5.2,google_gsv_021243,sub_saharan_africa,"{""safe"":78,""lively"":18,""wealthy"":72,""beautiful"":"
GPT-5.2,google_gsv_014072,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealth"
GPT-5.2,google_gsv_010849,sub_saharan_africa,"{""safe"":62,""l"
GPT-5.2,google_gsv_022599,sub_saharan_africa,"{""safe"":"
GPT-5.2,google_gsv_009256,central_southern_asia,"{
  ""safe"": 65,
  ""lively"": 20,
  ""wealthy"":"
GPT-5.2,google_gsv_008964,latin_america_caribbean,"{""safe"":55,""lively"":10,""wealthy"":35,""beautiful"":30,""boring"":85,""depress"
GPT-5.2,google_gsv_028318,sub_saharan_africa,"{""safe"":55,""lively"":15,""wealthy"":25,""beautiful"":45,""boring"":70,"""
GPT-5.2,google_gsv_019688,northern_africa_western_asia,"{""safe"":55,""lively"":20,""wealthy"":35,""beautiful"":45,""boring"":70"
GPT-5.2,google_gsv_023984,sub_saharan_africa,"{""safe"":62,""lively"":8"
GPT-5.2,google_gsv_005104,sub_saharan_africa,"{""safe"":45,""lively"":10,""wealthy"":35,""beautiful"":20,""boring"":"
GPT-5.2,google_gsv_002887,sub_saharan_africa,"{""safe"":55,""lively"":15,""wealthy"":25,"""
GPT-5.2,google_gsv_025469,sub_saharan_africa,"{""safe"":72,""lively"":22,""wealthy"":58,""beautiful"":62"
GPT-5.2,google_gsv_014055,northern_africa_western_asia,"{""safe"":74,""lively"
GPT-5.2,google_gsv_029341,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":45,""beautiful"":32,""boring"":74,""de"
GPT-5.2,google_gsv_019884,northern_africa_western_asia,"{""safe"":72,""lively"":18,""wealthy"":30,""beautiful"":58,""boring"":"
GPT-5.2,google_gsv_019884,sub_saharan_africa,"{""safe"":68,""lively"":12,""wealthy"":28,""beautiful"":62,""boring"":74,""de"
GPT-5.2,google_gsv_024385,sub_saharan_africa,"{""safe"":78,""lively"":22,""wealthy"":58,""beautiful"":46,""boring"":72,""depress"
GPT-5.2,google_gsv_017233,sub_saharan_africa,"{
  ""safe"": 78,
  ""lively"": 32,
  ""wealthy"": 60,
  ""beautiful"": 66,
  ""boring"": 58,
  ""depressing"":"
GPT-5.2,google_gsv_003745,sub_saharan_africa,"{""safe"":85,""lively"":20,""wealthy"":70,""beautiful"":75,""boring"":65,""depressing"":"
GPT-5.2,google_gsv_015026,sub_saharan_africa,"{""safe"":45,""lively"":25,""wealthy"":55,""beautiful"":30,""boring"":65,""depressing"
GPT-5.2,google_gsv_020097,northern_africa_western_asia,"{""safe"":50,""lively"":10"
GPT-5.2,google_gsv_009618,sub_saharan_africa,"{""safe"":75,""lively"":18,""wealthy"":45,""beautiful"":55,""boring"":78,""depressing"
GPT-5.2,google_gsv_023139,northern_africa_western_asia,"{""safe"":72,""lively"":18,""wealthy"":42,""beautiful"":46,""boring"":73,""depressing"":"
GPT-5.2,google_gsv_011893,sub_saharan_africa,"{""safe"":70,""lively"":15,""wealthy"":55,""beautiful"":45"
GPT-5.2,google_gsv_000355,sub_saharan_africa,"{""safe"":80,""lively"":20,""wealthy"":65,""beautiful"":70,""boring"":60,""depressing"":"
GPT-5.2,google_gsv_013258,sub_saharan_africa,"{""safe"":67,""lively"":12,""wealthy"":45,""beautiful"":20,"""
GPT-5.2,google_gsv_019552,northern_africa_western_asia,"{""safe"":78,""lively"":34,""wealthy"":56,""beautiful"":52,""boring"":67,""de"
GPT-5.2,google_gsv_029541,oceania,"{""safe"":72,""lively"":18,""wealthy"":55,""beautiful"":52,""boring"":66,""depress"
GPT-5.2,google_gsv_011742,sub_saharan_africa,"{""safe"":70,""lively"":18,""wealthy"":45,""beautiful"":30,""bor"
GPT-5.2,google_gsv_025628,sub_saharan_africa,"{
  ""safe"": 72,
  ""lively"": 18,
  ""wealthy"": 45,
  ""beautiful"": 58,
  ""boring"": 70,
  ""depressing"
GPT-5.2,google_gsv_025628,central_southern_asia,"{
  ""safe"": 68,
  ""lively"": 18,
  ""wealthy"": 45,
  ""beautiful"": 60,
  ""boring"": 72,"
GPT-5.2,google_gsv_022821,sub_saharan_africa,"{""safe"":78,""lively"":18,""wealthy"":45,""beautiful"":55,""boring"":72,""de"
GPT-5.2,google_gsv_016596,sub_saharan_africa,"{""safe"":78,""l"
GPT-5.2,google_gsv_009768,sub_saharan_africa,"{
  ""safe"": 68,
  ""lively"": 18,
  ""wealthy"": 55,
  ""beautiful"": 34,
  ""boring"": 72,
  ""depressing"
GPT-5.2,google_gsv_004485,sub_saharan_africa,"{
  ""safe"": 68,
  ""lively"": 12,
  ""wealthy"": 62,
  ""beautiful"": 28,
  ""boring"": 74"
GPT-5.2,google_gsv_019408,sub_saharan_africa,"{""safe"":62,""lively"":18,"""
GPT-5.2,google_gsv_008876,sub_saharan_africa,"{""safe"":72,""lively"":10,""wealthy"
GPT-5.2,google_gsv_008723,northern_africa_western_asia,"{""safe"":62,""lively"":22,""wealthy"":35,""beautiful"":28,""boring"":70,""depress"
GPT-5.2,google_gsv_008397,sub_saharan_africa,"{""safe"":55,""lively"":15,""wealthy"":35,""beautiful"":25,""boring"":80,""depress"
GPT-5.2,google_gsv_026513,northern_africa_western_asia,"{
  ""safe"": 67,
  ""lively"": 28,
  ""wealthy"": 38,
  """
GPT-5.2,google_gsv_029075,northern_africa_western_asia,"{""safe"":45,""lively"":10,""wealthy"":20,""beautiful"":35,""boring"":80,""de"
GPT-5.2,google_gsv_018952,sub_saharan_africa,"{""safe"":58,""lively"":18,""wealthy"":35,""beautiful"":32,""boring"":74,""de"
GPT-5.2,google_gsv_021200,northern_africa_western_asia,"{""safe"":72,""lively"":28,""wealthy"":35,""beautiful"":55,""boring"":68"
GPT-5.2,google_gsv_021200,central_southern_asia,"{""safe"":74,""lively"":28,""wealthy"":42,""beautiful"":55,""boring"":66,""depressing"
GPT-5.2,google_gsv_019140,sub_saharan_africa,"{""safe"":78,""lively"":22,""wealthy"":60,"""
GPT-5.2,google_gsv_028520,northern_africa_western_asia,"{""safe"":74,""lively"":14,""wealthy"":38,""beautiful"":81,""boring"":62,""de"
GPT-5.2,google_gsv_020098,sub_saharan_africa,"{""safe"":45,"""
GPT-5.2,google_gsv_020960,northern_africa_western_asia,"{""safe"":78,""lively"":18,""wealthy"":55,""beautiful"":52,""boring"":"
GPT-5.2,google_gsv_010111,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":55,""beautiful"":38,""boring"":"
GPT-5.2,google_gsv_005026,sub_saharan_africa,"{""safe"":72,""lively"":12,""wealthy"":62,""beautiful"":28,""boring"":78,""de"
GPT-5.2,google_gsv_025652,sub_saharan_africa,"{""safe"":62,""lively"":12,""wealthy"":35,""beautiful"":38,""boring"":78,""depressing"
GPT-5.2,google_gsv_000400,central_southern_asia,"{
  ""safe"": 72,
  ""lively"": 18,
  ""wealthy"": 52,
  """
GPT-5.2,google_gsv_025980,northern_africa_western_asia,"{""safe"":78,""lively"":18"
GPT-5.2,google_gsv_001475,sub_saharan_africa,"{""safe"":72,""lively"":18"
GPT-5.2,google_gsv_023765,sub_saharan_africa,"{""safe"":62,""lively"":28,""wealthy"
GPT-5.2,google_gsv_000021,northern_africa_western_asia,"{""safe"":63,""lively"":18,""wealth"
GPT-5.2,google_gsv_020604,northern_africa_western_asia,"{""safe"":45,""lively"":10,""wealthy"":20,""beautiful"":35,""boring"":80,"""
GPT-5.2,google_gsv_020604,sub_saharan_africa,"{""safe"":58,""lively"":15,""wealthy"":22,""beautiful"":48,""boring"":72,""depress"
GPT-5.2,google_gsv_012622,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":22,""beautiful"":55,"""
GPT-5.2,google_gsv_024994,sub_saharan_africa,"{""safe"":55,""lively"":35,""wealthy"":25"
GPT-5.2,google_gsv_025497,northern_africa_western_asia,"{
  ""safe"": 62,
  ""lively"": 18,
  """
GPT-5.2,google_gsv_026806,sub_saharan_africa,"{""safe"":62,""lively"":28,""wealthy"":34,""beautiful"":58,""boring"":66,""de"
GPT-5.2,google_gsv_018996,sub_saharan_africa,"{
  ""safe"": 72,
  ""lively"": 18,
  ""wealthy"": 55,
  ""beautiful"": 32,
  ""boring"": 74,
  ""depress"
GPT-5.2,google_gsv_004158,east_southeast_asia,"{""safe"":78,""lively"":22,""wealthy"":45,""beautiful"":62,""boring"":68,"""
Claude Sonnet 4,google_gsv_012036,europe_northern_america,"I can see this image shows a natural water body (likely a river or lake) with a forested shoreline, bright sunlight, and what appears to be part of a boat in the foreground. However, this is not a street scene as requested. This appears to "
Claude Sonnet 4,google_nan,sub_saharan_africa,"I notice this image shows an interior bedroom scene, not a street scene. Since you've asked me to evaluate a street scene but provided an indoor image, I cannot provide the requested assessment. The image shows a modern bedroom with white w"
Claude Sonnet 4,google_nan,neutral,"I can see this is an interior bedroom scene, not an urban street scene. Since you've asked me to rate an urban street scene but provided an indoor image, I cannot provide the requested ratings based on visible street evidence. 

However, if"
Claude Sonnet 4,google_nan,latin_america_caribbean,"I notice this image shows an interior bedroom scene, not a street scene. Since you've asked me to evaluate a street scene but provided an indoor image, I cannot provide the requested assessment. The image shows a modern bedroom with white w"
Claude Sonnet 4,google_nan,europe_northern_america,"I can see this is an interior bedroom scene, not a street scene. The image shows a modern, clean bedroom with white walls, recessed lighting, a ceiling fan, and colorful bedding. There's a closet area visible and what appears to be an en-su"
Claude Sonnet 4,google_nan,europe_northern_america,"I notice this appears to be an interior hotel or accommodation room rather than a street scene. The image shows a bedroom with two beds, tropical-themed bedding, artwork on walls, and indoor lighting. Since this is not a street scene, I can"
