axis,model,subgroup,dimension,Image,llm_score,n_comp,llm_score_0_10,human_score_0_10
age,GPT-5.2,young,lively,304,1.0,1,10.0,1.6666666666666667
age,GPT-5.2,young,lively,311,1.0,1,10.0,2.2222222222222228
age,GPT-5.2,young,lively,370,1.0,1,10.0,2.5
age,GPT-5.2,young,lively,398,0.0,2,0.0,8.492063492063492
age,GPT-5.2,young,lively,399,1.0,1,10.0,8.333333333333334
age,GPT-5.2,young,safe,3,0.0,1,0.0,2.6388888888888893
age,GPT-5.2,young,safe,26,0.5,2,5.0,7.097222222222221
age,GPT-5.2,young,safe,40,0.5,2,5.0,1.3888888888888893
age,GPT-5.2,young,safe,44,0.16666666666666666,6,1.6666666666666665,2.8571428571428577
age,GPT-5.2,young,safe,45,1.0,1,10.0,5.803571428571429
age,GPT-5.2,young,safe,65,0.0,1,0.0,4.416666666666668
age,GPT-5.2,young,safe,112,0.0,1,0.0,7.361111111111111
age,GPT-5.2,young,safe,114,1.0,1,10.0,6.097222222222222
age,GPT-5.2,young,safe,136,0.0,1,0.0,5.595238095238096
age,GPT-5.2,young,safe,141,1.0,1,10.0,5.482168294668295
age,GPT-5.2,young,safe,188,0.0,1,0.0,3.9444444444444446
age,GPT-5.2,young,safe,199,1.0,1,10.0,4.792768959435626
age,GPT-5.2,young,safe,220,1.0,2,10.0,1.5223665223665228
age,GPT-5.2,young,safe,223,0.0,1,0.0,1.6666666666666667
age,GPT-5.2,young,safe,229,0.0,1,0.0,6.142857142857142
age,GPT-5.2,young,safe,238,1.0,1,10.0,8.25925925925926
age,GPT-5.2,young,safe,299,0.0,1,0.0,6.272727272727273
age,GPT-5.2,young,safe,306,1.0,1,10.0,1.6666666666666667
age,GPT-5.2,young,safe,332,1.0,2,10.0,2.1785714285714293
age,GPT-5.2,young,safe,341,1.0,1,10.0,8.30952380952381
age,GPT-5.2,young,safe,355,1.0,1,10.0,8.465608465608465
age,GPT-5.2,young,wealthy,6,0.5,2,5.0,1.4004629629629628
age,GPT-5.2,young,wealthy,26,0.5,2,5.0,3.009259259259259
age,GPT-5.2,young,wealthy,120,0.0,2,0.0,9.000000000000002
age,GPT-5.2,young,wealthy,128,0.0,1,0.0,5.009920634920635
age,GPT-5.2,young,wealthy,132,0.0,1,0.0,4.833333333333333
age,GPT-5.2,young,wealthy,147,1.0,1,10.0,7.305555555555555
age,GPT-5.2,young,wealthy,164,0.0,5,0.0,1.3333333333333337
age,GPT-5.2,young,wealthy,172,0.0,1,0.0,3.055555555555556
age,GPT-5.2,young,wealthy,261,1.0,1,10.0,6.9753086419753085
age,GPT-5.2,young,wealthy,301,1.0,1,10.0,7.888888888888889
age,GPT-5.2,young,wealthy,337,1.0,1,10.0,5.527777777777778
age,GPT-5.2,young,wealthy,339,1.0,1,10.0,6.547619047619048
age,GPT-5.2,young,wealthy,340,1.0,1,10.0,8.5
age,GPT-5.2,young,wealthy,343,1.0,1,10.0,6.059523809523809
age,GPT-5.2,young,wealthy,383,0.3333333333333333,3,3.333333333333333,2.7777777777777777
age,GPT-5.2,young,wealthy,384,1.0,2,10.0,8.38888888888889
age,GPT-5.2,young,wealthy,387,0.0,1,0.0,4.194444444444445
age,GPT-5.2,young,wealthy,388,1.0,1,10.0,8.166666666666668
age,GPT-5.2,young,wealthy,392,1.0,1,10.0,8.333333333333334
age,GPT-5.2,young,wealthy,393,1.0,1,10.0,8.670634920634921
country,Claude Sonnet 4,chile,beautiful,10,0.0,1,0.0,0.0
country,Claude Sonnet 4,chile,beautiful,15,0.5,2,5.0,0.0
country,Claude Sonnet 4,chile,beautiful,21,0.0,2,0.0,5.0
country,Claude Sonnet 4,chile,beautiful,98,0.0,1,0.0,8.333333333333334
country,Claude Sonnet 4,chile,beautiful,100,0.0,3,0.0,0.0
country,Claude Sonnet 4,chile,beautiful,106,0.0,2,0.0,5.0
country,Claude Sonnet 4,chile,beautiful,120,0.0,1,0.0,2.0
country,Claude Sonnet 4,chile,beautiful,202,1.0,1,10.0,10.0
country,Claude Sonnet 4,chile,beautiful,230,1.0,1,10.0,6.0
country,Claude Sonnet 4,chile,beautiful,265,1.0,1,10.0,1.25
country,Claude Sonnet 4,chile,beautiful,292,1.0,1,10.0,6.666666666666666
country,Claude Sonnet 4,chile,beautiful,308,0.5,2,5.0,7.5
country,Claude Sonnet 4,chile,beautiful,309,1.0,1,10.0,2.142857142857143
country,Claude Sonnet 4,chile,beautiful,320,1.0,1,10.0,10.0
country,Claude Sonnet 4,chile,beautiful,341,1.0,1,10.0,5.0
country,Claude Sonnet 4,chile,beautiful,350,1.0,1,10.0,10.0
country,Claude Sonnet 4,chile,beautiful,371,1.0,2,10.0,7.142857142857143
country,Claude Sonnet 4,chile,boring,3,0.0,1,0.0,10.0
country,Claude Sonnet 4,chile,boring,18,1.0,1,10.0,10.0
country,Claude Sonnet 4,chile,boring,33,1.0,1,10.0,9.0
country,Claude Sonnet 4,chile,boring,69,1.0,1,10.0,5.0
country,Claude Sonnet 4,chile,boring,78,0.0,2,0.0,10.0
country,Claude Sonnet 4,chile,boring,107,1.0,2,10.0,9.444444444444445
country,Claude Sonnet 4,chile,boring,145,1.0,1,10.0,10.0
country,Claude Sonnet 4,chile,boring,154,1.0,1,10.0,2.0
country,Claude Sonnet 4,chile,boring,178,1.0,1,10.0,5.833333333333334
country,Claude Sonnet 4,chile,boring,233,1.0,2,10.0,9.0
country,Claude Sonnet 4,chile,boring,291,0.0,2,0.0,6.0
country,Claude Sonnet 4,chile,boring,354,0.3,10,3.0,0.0
country,Claude Sonnet 4,chile,boring,356,0.0,1,0.0,3.333333333333333
country,Claude Sonnet 4,chile,boring,378,0.0,1,0.0,2.5
country,Claude Sonnet 4,chile,boring,390,1.0,1,10.0,0.0
country,Claude Sonnet 4,chile,depressing,15,0.5,2,5.0,10.0
country,Claude Sonnet 4,chile,depressing,126,1.0,1,10.0,0.0
country,Claude Sonnet 4,chile,depressing,130,0.5,2,5.0,10.0
country,Claude Sonnet 4,chile,depressing,157,0.0,3,0.0,5.0
country,Claude Sonnet 4,chile,depressing,159,0.0,1,0.0,0.0
country,Claude Sonnet 4,chile,depressing,160,0.6666666666666666,3,6.666666666666666,5.0
country,Claude Sonnet 4,chile,depressing,179,0.0,1,0.0,0.0
country,Claude Sonnet 4,chile,depressing,225,0.5,2,5.0,0.0
country,Claude Sonnet 4,chile,depressing,232,1.0,1,10.0,10.0
country,Claude Sonnet 4,chile,depressing,272,1.0,1,10.0,3.75
country,Claude Sonnet 4,chile,depressing,286,1.0,1,10.0,6.666666666666666
country,Claude Sonnet 4,chile,depressing,332,1.0,2,10.0,0.0
country,Claude Sonnet 4,chile,depressing,358,1.0,1,10.0,5.7142857142857135
country,Claude Sonnet 4,chile,depressing,359,1.0,1,10.0,2.8571428571428568
country,Claude Sonnet 4,chile,depressing,368,0.0,3,0.0,0.0
country,Claude Sonnet 4,chile,depressing,382,0.0,2,0.0,10.0
country,Claude Sonnet 4,chile,depressing,395,0.0,1,0.0,5.833333333333334
country,Claude Sonnet 4,chile,depressing,396,1.0,2,10.0,10.0
country,Claude Sonnet 4,chile,lively,13,0.0,3,0.0,0.0
country,Claude Sonnet 4,chile,lively,22,0.6666666666666666,3,6.666666666666666,0.0
country,Claude Sonnet 4,chile,lively,35,1.0,1,10.0,10.0
country,Claude Sonnet 4,chile,lively,39,0.0,1,0.0,0.625
country,Claude Sonnet 4,chile,lively,62,0.0,1,0.0,3.75
country,Claude Sonnet 4,chile,lively,108,0.0,1,0.0,0.0
country,Claude Sonnet 4,chile,lively,120,1.0,2,10.0,10.0
country,Claude Sonnet 4,chile,lively,135,1.0,4,10.0,9.166666666666666
country,Claude Sonnet 4,chile,lively,137,0.0,3,0.0,0.8333333333333333
country,Claude Sonnet 4,chile,lively,165,0.5,2,5.0,10.0
country,Claude Sonnet 4,chile,lively,238,0.6666666666666666,3,6.666666666666666,5.0
country,Claude Sonnet 4,chile,lively,334,0.5,2,5.0,7.222222222222222
country,Claude Sonnet 4,chile,lively,371,0.0,1,0.0,1.6666666666666663
country,Claude Sonnet 4,chile,lively,381,0.6666666666666666,3,6.666666666666666,10.0
country,Claude Sonnet 4,chile,safe,6,0.0,1,0.0,6.666666666666666
country,Claude Sonnet 4,chile,safe,58,0.0,2,0.0,10.0
country,Claude Sonnet 4,chile,safe,117,0.0,1,0.0,2.0
country,Claude Sonnet 4,chile,safe,132,0.0,2,0.0,10.0
country,Claude Sonnet 4,chile,safe,139,0.6666666666666666,3,6.666666666666666,0.0
country,Claude Sonnet 4,chile,safe,145,1.0,1,10.0,5.0
country,Claude Sonnet 4,chile,safe,163,0.5,2,5.0,0.0
country,Claude Sonnet 4,chile,safe,170,0.0,1,0.0,8.75
country,Claude Sonnet 4,chile,safe,192,1.0,2,10.0,10.0
country,Claude Sonnet 4,chile,safe,193,1.0,1,10.0,2.5
country,Claude Sonnet 4,chile,safe,197,0.0,1,0.0,8.75
country,Claude Sonnet 4,chile,safe,215,1.0,1,10.0,10.0
country,Claude Sonnet 4,chile,safe,251,0.3333333333333333,3,3.333333333333333,5.0
country,Claude Sonnet 4,chile,safe,306,0.8,5,8.0,0.0
country,Claude Sonnet 4,chile,safe,321,0.0,1,0.0,10.0
country,Claude Sonnet 4,chile,safe,324,0.0,1,0.0,7.5
country,Claude Sonnet 4,chile,safe,385,1.0,1,10.0,10.0
country,Claude Sonnet 4,chile,safe,394,1.0,1,10.0,6.25
country,Claude Sonnet 4,chile,wealthy,71,0.0,1,0.0,1.25
country,Claude Sonnet 4,chile,wealthy,203,0.6,5,6.0,10.0
country,Claude Sonnet 4,chile,wealthy,242,0.0,3,0.0,0.0
country,Claude Sonnet 4,chile,wealthy,274,0.0,3,0.0,0.0
country,Claude Sonnet 4,chile,wealthy,295,1.0,3,10.0,10.0
country,Claude Sonnet 4,chile,wealthy,298,0.0,2,0.0,2.5
country,Claude Sonnet 4,chile,wealthy,325,0.5,2,5.0,10.0
country,Claude Sonnet 4,chile,wealthy,328,1.0,5,10.0,10.0
country,Claude Sonnet 4,chile,wealthy,339,0.5,2,5.0,6.25
country,Claude Sonnet 4,chile,wealthy,349,1.0,1,10.0,1.0
country,Claude Sonnet 4,chile,wealthy,378,0.3333333333333333,3,3.333333333333333,0.0
country,Claude Sonnet 4,netherlands,beautiful,10,0.0,1,0.0,3.333333333333333
country,Claude Sonnet 4,netherlands,beautiful,15,0.5,2,5.0,2.5
country,Claude Sonnet 4,netherlands,beautiful,21,0.0,2,0.0,10.0
country,Claude Sonnet 4,netherlands,beautiful,98,0.0,1,0.0,3.333333333333333
country,Claude Sonnet 4,netherlands,beautiful,100,0.0,3,0.0,10.0
country,Claude Sonnet 4,netherlands,beautiful,106,0.0,2,0.0,4.0
country,Claude Sonnet 4,netherlands,beautiful,120,0.0,1,0.0,8.333333333333334
country,Claude Sonnet 4,netherlands,beautiful,202,1.0,1,10.0,3.0
country,Claude Sonnet 4,netherlands,beautiful,230,1.0,1,10.0,0.0
country,Claude Sonnet 4,netherlands,beautiful,265,1.0,1,10.0,0.0
country,Claude Sonnet 4,netherlands,beautiful,292,1.0,1,10.0,9.166666666666666
country,Claude Sonnet 4,netherlands,beautiful,308,0.5,2,5.0,0.0
country,Claude Sonnet 4,netherlands,beautiful,309,1.0,1,10.0,7.5
country,Claude Sonnet 4,netherlands,beautiful,320,1.0,1,10.0,6.666666666666666
country,Claude Sonnet 4,netherlands,beautiful,341,1.0,1,10.0,9.0
country,Claude Sonnet 4,netherlands,beautiful,350,1.0,1,10.0,1.4285714285714284
country,Claude Sonnet 4,netherlands,beautiful,371,1.0,2,10.0,0.0
country,Claude Sonnet 4,netherlands,boring,3,0.0,1,0.0,6.666666666666666
country,Claude Sonnet 4,netherlands,boring,18,1.0,2,10.0,8.571428571428571
country,Claude Sonnet 4,netherlands,boring,33,1.0,1,10.0,0.8333333333333333
country,Claude Sonnet 4,netherlands,boring,69,1.0,1,10.0,3.125
country,Claude Sonnet 4,netherlands,boring,78,0.5,2,5.0,1.0
country,Claude Sonnet 4,netherlands,boring,107,1.0,2,10.0,10.0
country,Claude Sonnet 4,netherlands,boring,145,1.0,1,10.0,6.0
country,Claude Sonnet 4,netherlands,boring,154,1.0,1,10.0,8.333333333333334
country,Claude Sonnet 4,netherlands,boring,178,1.0,1,10.0,5.0
country,Claude Sonnet 4,netherlands,boring,233,1.0,2,10.0,5.833333333333334
country,Claude Sonnet 4,netherlands,boring,291,0.0,2,0.0,5.0
country,Claude Sonnet 4,netherlands,boring,354,0.09090909090909091,11,0.9090909090909092,1.0
country,Claude Sonnet 4,netherlands,boring,356,0.0,1,0.0,0.8333333333333333
country,Claude Sonnet 4,netherlands,boring,378,1.0,1,10.0,2.5
country,Claude Sonnet 4,netherlands,boring,390,1.0,1,10.0,10.0
country,Claude Sonnet 4,netherlands,depressing,15,1.0,2,10.0,0.0
country,Claude Sonnet 4,netherlands,depressing,126,1.0,1,10.0,3.333333333333333
country,Claude Sonnet 4,netherlands,depressing,130,0.5,2,5.0,0.0
country,Claude Sonnet 4,netherlands,depressing,157,0.3333333333333333,3,3.333333333333333,0.0
country,Claude Sonnet 4,netherlands,depressing,159,0.0,1,0.0,8.0
country,Claude Sonnet 4,netherlands,depressing,160,0.6666666666666666,3,6.666666666666666,0.0
country,Claude Sonnet 4,netherlands,depressing,179,0.0,1,0.0,7.272727272727273
country,Claude Sonnet 4,netherlands,depressing,225,0.5,2,5.0,3.333333333333333
country,Claude Sonnet 4,netherlands,depressing,232,1.0,1,10.0,8.0
country,Claude Sonnet 4,netherlands,depressing,272,1.0,1,10.0,10.0
country,Claude Sonnet 4,netherlands,depressing,286,1.0,1,10.0,10.0
country,Claude Sonnet 4,netherlands,depressing,332,0.5,2,5.0,10.0
country,Claude Sonnet 4,netherlands,depressing,358,1.0,1,10.0,10.0
country,Claude Sonnet 4,netherlands,depressing,359,0.0,1,0.0,10.0
country,Claude Sonnet 4,netherlands,depressing,368,0.0,3,0.0,10.0
country,Claude Sonnet 4,netherlands,depressing,382,0.0,2,0.0,3.333333333333333
country,Claude Sonnet 4,netherlands,depressing,395,0.0,1,0.0,10.0
country,Claude Sonnet 4,netherlands,depressing,396,1.0,2,10.0,4.166666666666667
country,Claude Sonnet 4,netherlands,lively,13,0.0,3,0.0,3.333333333333333
country,Claude Sonnet 4,netherlands,lively,22,0.3333333333333333,3,3.333333333333333,7.0
country,Claude Sonnet 4,netherlands,lively,35,1.0,1,10.0,6.428571428571429
country,Claude Sonnet 4,netherlands,lively,39,0.0,1,0.0,2.5
country,Claude Sonnet 4,netherlands,lively,62,0.0,1,0.0,8.75
country,Claude Sonnet 4,netherlands,lively,108,0.0,1,0.0,2.5
country,Claude Sonnet 4,netherlands,lively,120,1.0,2,10.0,0.0
country,Claude Sonnet 4,netherlands,lively,135,1.0,4,10.0,10.0
country,Claude Sonnet 4,netherlands,lively,137,0.0,3,0.0,10.0
country,Claude Sonnet 4,netherlands,lively,165,0.5,2,5.0,2.5
country,Claude Sonnet 4,netherlands,lively,238,0.6666666666666666,3,6.666666666666666,0.0
country,Claude Sonnet 4,netherlands,lively,334,0.5,2,5.0,0.0
country,Claude Sonnet 4,netherlands,lively,371,0.0,1,0.0,10.0
country,Claude Sonnet 4,netherlands,lively,381,1.0,3,10.0,8.0
country,Claude Sonnet 4,netherlands,safe,6,0.0,1,0.0,10.0
country,Claude Sonnet 4,netherlands,safe,58,0.0,2,0.0,1.25
country,Claude Sonnet 4,netherlands,safe,117,0.0,1,0.0,10.0
country,Claude Sonnet 4,netherlands,safe,132,0.0,2,0.0,1.25
country,Claude Sonnet 4,netherlands,safe,139,0.6666666666666666,3,6.666666666666666,10.0
country,Claude Sonnet 4,netherlands,safe,145,1.0,1,10.0,0.0
country,Claude Sonnet 4,netherlands,safe,163,0.0,2,0.0,6.875
country,Claude Sonnet 4,netherlands,safe,170,0.0,1,0.0,3.75
country,Claude Sonnet 4,netherlands,safe,192,1.0,2,10.0,0.0
country,Claude Sonnet 4,netherlands,safe,193,0.0,1,0.0,10.0
country,Claude Sonnet 4,netherlands,safe,197,0.0,1,0.0,2.7777777777777777
country,Claude Sonnet 4,netherlands,safe,215,1.0,1,10.0,6.666666666666666
country,Claude Sonnet 4,netherlands,safe,251,0.6666666666666666,3,6.666666666666666,0.0
country,Claude Sonnet 4,netherlands,safe,306,0.8,5,8.0,10.0
country,Claude Sonnet 4,netherlands,safe,321,1.0,1,10.0,8.333333333333334
country,Claude Sonnet 4,netherlands,safe,324,0.0,1,0.0,6.5
country,Claude Sonnet 4,netherlands,safe,385,1.0,1,10.0,10.0
country,Claude Sonnet 4,netherlands,safe,394,1.0,1,10.0,7.5
country,Claude Sonnet 4,netherlands,wealthy,71,0.0,1,0.0,5.625
country,Claude Sonnet 4,netherlands,wealthy,203,0.4,5,4.0,10.0
country,Claude Sonnet 4,netherlands,wealthy,242,0.3333333333333333,3,3.333333333333333,5.0
country,Claude Sonnet 4,netherlands,wealthy,274,0.0,3,0.0,2.5
country,Claude Sonnet 4,netherlands,wealthy,295,1.0,3,10.0,8.333333333333334
country,Claude Sonnet 4,netherlands,wealthy,298,0.0,2,0.0,5.0
country,Claude Sonnet 4,netherlands,wealthy,325,0.5,2,5.0,7.0
country,Claude Sonnet 4,netherlands,wealthy,328,1.0,5,10.0,10.0
country,Claude Sonnet 4,netherlands,wealthy,339,0.5,2,5.0,0.0
country,Claude Sonnet 4,netherlands,wealthy,349,1.0,1,10.0,6.25
country,Claude Sonnet 4,netherlands,wealthy,378,0.3333333333333333,3,3.333333333333333,6.666666666666666
country,Claude Sonnet 4,nigeria,beautiful,10,0.0,1,0.0,4.166666666666667
country,Claude Sonnet 4,nigeria,beautiful,15,0.0,2,0.0,7.5
country,Claude Sonnet 4,nigeria,beautiful,21,0.0,2,0.0,0.0
country,Claude Sonnet 4,nigeria,beautiful,98,1.0,1,10.0,0.0
country,Claude Sonnet 4,nigeria,beautiful,100,0.3333333333333333,3,3.333333333333333,0.0
country,Claude Sonnet 4,nigeria,beautiful,106,0.5,2,5.0,0.0
country,Claude Sonnet 4,nigeria,beautiful,120,0.0,1,0.0,2.5
country,Claude Sonnet 4,nigeria,beautiful,202,1.0,1,10.0,7.5
country,Claude Sonnet 4,nigeria,beautiful,230,1.0,1,10.0,8.333333333333334
country,Claude Sonnet 4,nigeria,beautiful,265,1.0,1,10.0,8.333333333333334
country,Claude Sonnet 4,nigeria,beautiful,292,0.0,1,0.0,10.0
country,Claude Sonnet 4,nigeria,beautiful,308,0.5,2,5.0,2.0
country,Claude Sonnet 4,nigeria,beautiful,309,1.0,1,10.0,9.0
country,Claude Sonnet 4,nigeria,beautiful,320,1.0,1,10.0,8.0
country,Claude Sonnet 4,nigeria,beautiful,341,1.0,1,10.0,7.5
country,Claude Sonnet 4,nigeria,beautiful,350,1.0,1,10.0,9.166666666666666
country,Claude Sonnet 4,nigeria,beautiful,371,0.5,2,5.0,9.0
country,Claude Sonnet 4,nigeria,boring,3,0.0,1,0.0,1.6666666666666663
country,Claude Sonnet 4,nigeria,boring,18,1.0,2,10.0,8.75
country,Claude Sonnet 4,nigeria,boring,33,0.0,1,0.0,3.333333333333333
country,Claude Sonnet 4,nigeria,boring,69,1.0,1,10.0,9.285714285714286
country,Claude Sonnet 4,nigeria,boring,78,0.0,2,0.0,1.6666666666666663
country,Claude Sonnet 4,nigeria,boring,107,0.5,2,5.0,5.0
country,Claude Sonnet 4,nigeria,boring,145,1.0,1,10.0,10.0
country,Claude Sonnet 4,nigeria,boring,154,1.0,1,10.0,10.0
country,Claude Sonnet 4,nigeria,boring,178,1.0,1,10.0,7.5
country,Claude Sonnet 4,nigeria,boring,233,1.0,2,10.0,5.7142857142857135
country,Claude Sonnet 4,nigeria,boring,291,0.0,2,0.0,2.5
country,Claude Sonnet 4,nigeria,boring,354,0.45454545454545453,11,4.545454545454545,0.0
country,Claude Sonnet 4,nigeria,boring,356,0.0,1,0.0,1.6666666666666663
country,Claude Sonnet 4,nigeria,boring,378,0.0,1,0.0,10.0
country,Claude Sonnet 4,nigeria,boring,390,1.0,1,10.0,6.25
country,Claude Sonnet 4,nigeria,depressing,130,0.0,2,0.0,7.5
country,Claude Sonnet 4,nigeria,depressing,157,0.0,2,0.0,10.0
country,Claude Sonnet 4,nigeria,depressing,159,0.0,1,0.0,7.5
country,Claude Sonnet 4,nigeria,depressing,160,0.5,2,5.0,7.857142857142857
country,Claude Sonnet 4,nigeria,depressing,179,0.0,1,0.0,10.0
country,Claude Sonnet 4,nigeria,depressing,225,0.0,1,0.0,4.0
country,Claude Sonnet 4,nigeria,depressing,232,1.0,1,10.0,0.0
country,Claude Sonnet 4,nigeria,depressing,272,1.0,1,10.0,0.0
country,Claude Sonnet 4,nigeria,depressing,286,1.0,1,10.0,8.333333333333334
country,Claude Sonnet 4,nigeria,depressing,332,1.0,1,10.0,5.0
country,Claude Sonnet 4,nigeria,depressing,358,1.0,1,10.0,0.0
country,Claude Sonnet 4,nigeria,depressing,368,0.5,2,5.0,3.333333333333333
country,Claude Sonnet 4,nigeria,depressing,396,1.0,2,10.0,4.0
country,Claude Sonnet 4,nigeria,lively,13,0.0,3,0.0,0.0
country,Claude Sonnet 4,nigeria,lively,22,0.6666666666666666,3,6.666666666666666,5.0
country,Claude Sonnet 4,nigeria,lively,35,1.0,1,10.0,5.0
country,Claude Sonnet 4,nigeria,lively,39,0.0,1,0.0,5.0
country,Claude Sonnet 4,nigeria,lively,62,0.0,1,0.0,5.0
country,Claude Sonnet 4,nigeria,lively,108,1.0,1,10.0,10.0
country,Claude Sonnet 4,nigeria,lively,120,1.0,2,10.0,3.75
country,Claude Sonnet 4,nigeria,lively,135,1.0,4,10.0,8.571428571428571
country,Claude Sonnet 4,nigeria,lively,137,0.0,3,0.0,2.0
country,Claude Sonnet 4,nigeria,lively,165,0.5,2,5.0,10.0
country,Claude Sonnet 4,nigeria,lively,238,0.6666666666666666,3,6.666666666666666,7.5
country,Claude Sonnet 4,nigeria,lively,334,0.5,2,5.0,5.0
country,Claude Sonnet 4,nigeria,lively,371,0.0,1,0.0,5.7142857142857135
country,Claude Sonnet 4,nigeria,lively,381,0.3333333333333333,3,3.333333333333333,0.0
country,Claude Sonnet 4,nigeria,safe,6,0.0,1,0.0,0.0
country,Claude Sonnet 4,nigeria,safe,58,0.0,2,0.0,5.833333333333334
country,Claude Sonnet 4,nigeria,safe,117,0.0,1,0.0,4.0
country,Claude Sonnet 4,nigeria,safe,132,0.0,2,0.0,5.833333333333334
country,Claude Sonnet 4,nigeria,safe,139,0.6666666666666666,3,6.666666666666666,7.0
country,Claude Sonnet 4,nigeria,safe,145,1.0,1,10.0,6.666666666666666
country,Claude Sonnet 4,nigeria,safe,163,0.5,2,5.0,5.833333333333334
country,Claude Sonnet 4,nigeria,safe,170,0.0,1,0.0,7.0
country,Claude Sonnet 4,nigeria,safe,192,1.0,2,10.0,7.5
country,Claude Sonnet 4,nigeria,safe,193,1.0,1,10.0,0.0
country,Claude Sonnet 4,nigeria,safe,197,1.0,1,10.0,5.0
country,Claude Sonnet 4,nigeria,safe,215,1.0,1,10.0,3.75
country,Claude Sonnet 4,nigeria,safe,251,0.3333333333333333,3,3.333333333333333,10.0
country,Claude Sonnet 4,nigeria,safe,306,0.6,5,6.0,3.888888888888889
country,Claude Sonnet 4,nigeria,safe,321,0.0,1,0.0,5.0
country,Claude Sonnet 4,nigeria,safe,324,0.0,1,0.0,5.833333333333334
country,Claude Sonnet 4,nigeria,safe,385,1.0,1,10.0,1.25
country,Claude Sonnet 4,nigeria,safe,394,1.0,1,10.0,10.0
country,Claude Sonnet 4,nigeria,wealthy,71,0.0,1,0.0,5.0
country,Claude Sonnet 4,nigeria,wealthy,203,1.0,5,10.0,10.0
country,Claude Sonnet 4,nigeria,wealthy,242,0.0,3,0.0,3.0
country,Claude Sonnet 4,nigeria,wealthy,274,0.0,3,0.0,5.0
country,Claude Sonnet 4,nigeria,wealthy,295,0.6666666666666666,3,6.666666666666666,6.875
country,Claude Sonnet 4,nigeria,wealthy,298,0.0,2,0.0,0.0
country,Claude Sonnet 4,nigeria,wealthy,325,0.5,2,5.0,5.0
country,Claude Sonnet 4,nigeria,wealthy,328,0.8,5,8.0,10.0
country,Claude Sonnet 4,nigeria,wealthy,339,0.0,2,0.0,6.666666666666666
country,Claude Sonnet 4,nigeria,wealthy,349,1.0,1,10.0,9.285714285714286
country,Claude Sonnet 4,nigeria,wealthy,378,0.6666666666666666,3,6.666666666666666,7.0
country,Claude Sonnet 4,singapore,beautiful,10,0.0,1,0.0,9.0
country,Claude Sonnet 4,singapore,beautiful,15,0.5,2,5.0,6.0
country,Claude Sonnet 4,singapore,beautiful,21,0.0,2,0.0,8.333333333333334
country,Claude Sonnet 4,singapore,beautiful,98,0.0,1,0.0,7.0
country,Claude Sonnet 4,singapore,beautiful,100,0.0,3,0.0,5.625
country,Claude Sonnet 4,singapore,beautiful,106,0.0,2,0.0,10.0
country,Claude Sonnet 4,singapore,beautiful,120,0.0,1,0.0,7.5
country,Claude Sonnet 4,singapore,beautiful,202,1.0,1,10.0,0.0
country,Claude Sonnet 4,singapore,beautiful,230,1.0,1,10.0,3.75
country,Claude Sonnet 4,singapore,beautiful,265,1.0,1,10.0,6.25
country,Claude Sonnet 4,singapore,beautiful,292,1.0,1,10.0,1.6666666666666663
country,Claude Sonnet 4,singapore,beautiful,308,0.5,2,5.0,1.6666666666666663
country,Claude Sonnet 4,singapore,beautiful,309,1.0,1,10.0,0.0
country,Claude Sonnet 4,singapore,beautiful,320,1.0,1,10.0,7.5
country,Claude Sonnet 4,singapore,beautiful,341,1.0,1,10.0,7.5
country,Claude Sonnet 4,singapore,beautiful,350,1.0,1,10.0,5.0
country,Claude Sonnet 4,singapore,beautiful,371,1.0,2,10.0,2.142857142857143
country,Claude Sonnet 4,singapore,boring,3,0.0,1,0.0,0.0
country,Claude Sonnet 4,singapore,boring,18,1.0,2,10.0,1.0
country,Claude Sonnet 4,singapore,boring,33,1.0,1,10.0,0.0
country,Claude Sonnet 4,singapore,boring,69,1.0,1,10.0,0.0
country,Claude Sonnet 4,singapore,boring,78,0.0,2,0.0,1.1111111111111112
country,Claude Sonnet 4,singapore,boring,107,1.0,2,10.0,0.0
country,Claude Sonnet 4,singapore,boring,145,1.0,1,10.0,0.0
country,Claude Sonnet 4,singapore,boring,154,1.0,1,10.0,1.6666666666666663
country,Claude Sonnet 4,singapore,boring,178,1.0,1,10.0,1.6666666666666663
country,Claude Sonnet 4,singapore,boring,233,1.0,2,10.0,0.0
country,Claude Sonnet 4,singapore,boring,291,0.0,2,0.0,10.0
country,Claude Sonnet 4,singapore,boring,354,0.2727272727272727,11,2.727272727272727,10.0
country,Claude Sonnet 4,singapore,boring,356,0.0,1,0.0,10.0
country,Claude Sonnet 4,singapore,boring,378,0.0,1,0.0,0.0
country,Claude Sonnet 4,singapore,boring,390,1.0,1,10.0,3.333333333333333
country,Claude Sonnet 4,singapore,depressing,15,1.0,2,10.0,3.0
country,Claude Sonnet 4,singapore,depressing,126,1.0,1,10.0,10.0
country,Claude Sonnet 4,singapore,depressing,130,0.5,2,5.0,5.0
country,Claude Sonnet 4,singapore,depressing,157,0.3333333333333333,3,3.333333333333333,3.333333333333333
country,Claude Sonnet 4,singapore,depressing,159,0.0,1,0.0,4.0
country,Claude Sonnet 4,singapore,depressing,160,0.6666666666666666,3,6.666666666666666,10.0
country,Claude Sonnet 4,singapore,depressing,179,0.0,1,0.0,6.25
country,Claude Sonnet 4,singapore,depressing,225,0.5,2,5.0,10.0
country,Claude Sonnet 4,singapore,depressing,232,1.0,1,10.0,5.0
