model_label,row_index,structured_score,structured_dim,baseline_score_100
Claude Sonnet 4,1452,60,beautiful,44.364
Claude Sonnet 4,1453,60,beautiful,48.653000000000006
Claude Sonnet 4,1454,35,beautiful,34.463
Claude Sonnet 4,1455,35,beautiful,31.448999999999998
Claude Sonnet 4,1456,25,beautiful,25.154999999999998
Claude Sonnet 4,1457,40,beautiful,16.795
Claude Sonnet 4,1458,25,beautiful,24.186
Claude Sonnet 4,1459,45,beautiful,55.17699999999999
Claude Sonnet 4,1460,45,beautiful,42.572
Claude Sonnet 4,1461,45,beautiful,53.909000000000006
Claude Sonnet 4,1462,65,beautiful,78.96
Claude Sonnet 4,1464,60,beautiful,83.67000000000002
Claude Sonnet 4,1463,45,beautiful,44.47
Claude Sonnet 4,1465,65,beautiful,87.95299999999999
Claude Sonnet 4,1466,30,beautiful,17.456
Claude Sonnet 4,1467,45,beautiful,13.334
Claude Sonnet 4,1468,60,beautiful,71.978
Claude Sonnet 4,1469,40,beautiful,36.852000000000004
Claude Sonnet 4,1470,20,beautiful,3.8979999999999997
Claude Sonnet 4,1471,60,beautiful,57.351
Claude Sonnet 4,1472,70,beautiful,63.678999999999995
Claude Sonnet 4,1473,60,beautiful,64.625
Claude Sonnet 4,1474,35,beautiful,56.708999999999996
Claude Sonnet 4,1475,60,beautiful,74.438
Claude Sonnet 4,1476,70,beautiful,91.717
Claude Sonnet 4,1477,70,beautiful,78.116
Claude Sonnet 4,1478,80,beautiful,67.654
Claude Sonnet 4,1479,85,beautiful,19.566
Claude Sonnet 4,1480,20,beautiful,34.93
Claude Sonnet 4,1481,25,beautiful,9.798
Claude Sonnet 4,1482,65,beautiful,49.602000000000004
Claude Sonnet 4,1483,40,beautiful,15.572999999999999
Claude Sonnet 4,1484,45,beautiful,12.446
Claude Sonnet 4,1485,70,beautiful,16.948
Claude Sonnet 4,1486,40,beautiful,67.408
Claude Sonnet 4,1487,25,beautiful,47.584999999999994
Claude Sonnet 4,1488,40,beautiful,60.69200000000001
Claude Sonnet 4,1489,70,beautiful,61.924
Claude Sonnet 4,1490,65,beautiful,65.36800000000001
Claude Sonnet 4,1491,85,beautiful,72.756
Claude Sonnet 4,1492,40,beautiful,40.620000000000005
Claude Sonnet 4,1493,30,beautiful,16.29
Claude Sonnet 4,1494,85,beautiful,70.555
Claude Sonnet 4,1495,70,beautiful,23.357
Claude Sonnet 4,1496,70,beautiful,64.511
Claude Sonnet 4,1497,35,beautiful,14.724
Claude Sonnet 4,1498,70,beautiful,66.767
Claude Sonnet 4,1499,70,beautiful,72.681
Claude Sonnet 4,1500,30,beautiful,36.515
Claude Sonnet 4,1501,30,beautiful,18.339000000000002
Claude Sonnet 4,1502,60,beautiful,73.52000000000001
Claude Sonnet 4,1503,70,beautiful,83.60300000000001
Claude Sonnet 4,1504,70,beautiful,34.271
Claude Sonnet 4,1505,30,beautiful,14.193
Claude Sonnet 4,1506,30,beautiful,4.224
Claude Sonnet 4,1507,60,beautiful,52.584999999999994
Claude Sonnet 4,1508,75,beautiful,59.827000000000005
Claude Sonnet 4,1509,80,beautiful,78.76299999999999
Claude Sonnet 4,1510,70,beautiful,63.193
Claude Sonnet 4,1511,70,beautiful,16.245
Claude Sonnet 4,1512,40,beautiful,19.514
Claude Sonnet 4,1513,25,beautiful,52.468
Claude Sonnet 4,1514,90,beautiful,72.428
Claude Sonnet 4,1515,45,beautiful,91.04100000000001
Claude Sonnet 4,1516,25,beautiful,6.4590000000000005
Claude Sonnet 4,1517,45,beautiful,48.971999999999994
Claude Sonnet 4,1518,30,beautiful,33.534
Claude Sonnet 4,1519,40,beautiful,21.624
Claude Sonnet 4,1520,20,beautiful,30.102000000000004
Claude Sonnet 4,1521,15,beautiful,19.27
Claude Sonnet 4,1522,30,beautiful,1.5379999999999998
Claude Sonnet 4,1523,25,beautiful,21.806
Claude Sonnet 4,1524,65,beautiful,35.08
Claude Sonnet 4,1525,40,beautiful,38.267
Claude Sonnet 4,1526,60,beautiful,33.675000000000004
Claude Sonnet 4,1527,40,beautiful,13.172999999999998
Claude Sonnet 4,1528,45,beautiful,68.99
Claude Sonnet 4,1529,40,beautiful,55.92100000000001
Claude Sonnet 4,1530,85,beautiful,31.464
Claude Sonnet 4,1531,70,beautiful,85.536
Claude Sonnet 4,1532,35,beautiful,37.692
Claude Sonnet 4,1533,70,beautiful,23.113999999999997
Claude Sonnet 4,1534,35,beautiful,63.778
Claude Sonnet 4,1535,60,beautiful,10.362
Claude Sonnet 4,1536,70,beautiful,40.551
Claude Sonnet 4,1537,25,beautiful,33.279
Claude Sonnet 4,1538,75,beautiful,88.24
Claude Sonnet 4,1539,70,beautiful,70.511
Claude Sonnet 4,1540,90,beautiful,45.730000000000004
Claude Sonnet 4,1541,75,beautiful,82.37899999999999
Claude Sonnet 4,1542,70,beautiful,62.633
Claude Sonnet 4,1543,85,beautiful,90.334
Claude Sonnet 4,1544,70,beautiful,82.263
Claude Sonnet 4,1545,70,beautiful,34.08
Claude Sonnet 4,1546,60,beautiful,37.318
Claude Sonnet 4,1547,70,beautiful,35.626000000000005
Claude Sonnet 4,1548,85,beautiful,82.18
Claude Sonnet 4,1549,20,beautiful,8.307
Claude Sonnet 4,1550,35,beautiful,39.824
Claude Sonnet 4,1552,65,beautiful,83.553
Claude Sonnet 4,1553,70,beautiful,86.522
Claude Sonnet 4,1554,70,beautiful,26.787999999999997
Claude Sonnet 4,1555,70,beautiful,48.998999999999995
Claude Sonnet 4,1556,60,beautiful,37.65
Claude Sonnet 4,1557,30,beautiful,53.765
Claude Sonnet 4,1558,35,beautiful,74.709
Claude Sonnet 4,1559,70,beautiful,42.096000000000004
Claude Sonnet 4,1560,45,beautiful,62.857
Claude Sonnet 4,1561,40,beautiful,45.213
Claude Sonnet 4,1562,80,beautiful,88.321
Claude Sonnet 4,1563,70,beautiful,27.56
Claude Sonnet 4,1564,95,beautiful,27.527
Claude Sonnet 4,1565,25,beautiful,33.912
Claude Sonnet 4,1566,65,beautiful,16.475
Claude Sonnet 4,1568,70,beautiful,64.458
Claude Sonnet 4,1567,70,beautiful,58.181000000000004
Claude Sonnet 4,1569,70,beautiful,30.331000000000003
Claude Sonnet 4,1570,70,beautiful,26.247
Claude Sonnet 4,1571,40,beautiful,4.568
Claude Sonnet 4,1572,60,beautiful,27.041
Claude Sonnet 4,1573,0,beautiful,6.53
Claude Sonnet 4,1574,70,beautiful,94.631
Claude Sonnet 4,1575,40,beautiful,45.213
Claude Sonnet 4,1576,70,beautiful,75.05
Claude Sonnet 4,1577,70,beautiful,42.625
Claude Sonnet 4,1578,90,beautiful,85.066
Claude Sonnet 4,1579,70,beautiful,88.476
Claude Sonnet 4,1580,45,beautiful,25.937
Claude Sonnet 4,1581,70,beautiful,43.297999999999995
Claude Sonnet 4,1582,80,beautiful,65.67
Claude Sonnet 4,1583,70,beautiful,66.503
Claude Sonnet 4,1584,70,beautiful,69.481
Claude Sonnet 4,1585,70,beautiful,6.946
Claude Sonnet 4,1586,60,beautiful,71.959
Claude Sonnet 4,1587,75,beautiful,65.859
Claude Sonnet 4,1588,80,beautiful,59.093
Claude Sonnet 4,1589,80,beautiful,60.644
Claude Sonnet 4,1590,70,beautiful,95.115
Claude Sonnet 4,1591,80,beautiful,80.988
Claude Sonnet 4,1592,90,beautiful,88.411
Claude Sonnet 4,1593,70,beautiful,62.972
Claude Sonnet 4,1594,70,beautiful,45.332
Claude Sonnet 4,1595,45,beautiful,8.16
Claude Sonnet 4,1596,70,beautiful,78.501
Claude Sonnet 4,1597,40,beautiful,52.618
Claude Sonnet 4,1598,60,beautiful,14.216999999999999
Claude Sonnet 4,1599,65,beautiful,64.9
Claude Sonnet 4,1600,85,beautiful,71.706
Claude Sonnet 4,1601,65,beautiful,81.926
Claude Sonnet 4,1602,60,beautiful,77.158
Claude Sonnet 4,1603,70,beautiful,46.446
Claude Sonnet 4,1604,80,beautiful,54.322
Claude Sonnet 4,1605,60,beautiful,8.554
Claude Sonnet 4,1606,70,beautiful,46.181
Claude Sonnet 4,1607,70,beautiful,66.227
Claude Sonnet 4,1608,70,beautiful,82.076
Claude Sonnet 4,1609,65,beautiful,29.988
Claude Sonnet 4,1610,70,beautiful,63.532000000000004
Claude Sonnet 4,1611,65,beautiful,37.338
Claude Sonnet 4,1612,60,beautiful,62.577
Claude Sonnet 4,1613,80,beautiful,80.799
Claude Sonnet 4,1614,70,beautiful,35.888
Claude Sonnet 4,1615,70,beautiful,26.128999999999998
Claude Sonnet 4,1616,70,beautiful,54.471999999999994
Claude Sonnet 4,1618,65,beautiful,75.22
Claude Sonnet 4,1617,60,beautiful,3.832
Claude Sonnet 4,1619,70,beautiful,94.16
Claude Sonnet 4,1620,70,beautiful,44.188
Claude Sonnet 4,1621,85,beautiful,66.301
Claude Sonnet 4,1622,35,beautiful,4.0120000000000005
Claude Sonnet 4,1623,65,beautiful,24.108
Claude Sonnet 4,1624,70,beautiful,39.767
Claude Sonnet 4,1625,40,beautiful,11.249
Claude Sonnet 4,1626,60,beautiful,11.889000000000001
Claude Sonnet 4,1627,45,beautiful,9.669
Claude Sonnet 4,1628,15,beautiful,12.24
Claude Sonnet 4,1629,35,beautiful,8.551
Claude Sonnet 4,1630,35,beautiful,85.45299999999999
Claude Sonnet 4,1631,40,beautiful,3.946
Claude Sonnet 4,1632,15,beautiful,2.6100000000000003
Claude Sonnet 4,1633,35,beautiful,39.586
Claude Sonnet 4,1634,45,beautiful,49.943
Claude Sonnet 4,1635,40,beautiful,12.398
Claude Sonnet 4,1636,20,beautiful,42.89
Claude Sonnet 4,1637,35,beautiful,4.5169999999999995
Claude Sonnet 4,1638,35,beautiful,14.63
Claude Sonnet 4,1639,30,beautiful,6.858
Claude Sonnet 4,1640,45,beautiful,17.839
Claude Sonnet 4,1641,65,beautiful,3.064
Claude Sonnet 4,1642,40,beautiful,23.346
Claude Sonnet 4,1643,40,beautiful,57.58
Claude Sonnet 4,1644,30,beautiful,40.664
Claude Sonnet 4,1645,35,beautiful,16.256
Claude Sonnet 4,1646,35,beautiful,21.17
Claude Sonnet 4,1647,45,beautiful,29.535999999999998
Claude Sonnet 4,1648,40,beautiful,68.506
Claude Sonnet 4,1649,60,beautiful,22.197
Claude Sonnet 4,1650,60,beautiful,84.426
Claude Sonnet 4,1651,70,beautiful,49.302
Claude Sonnet 4,1652,60,beautiful,33.434
Claude Sonnet 4,1653,70,beautiful,94.328
Claude Sonnet 4,1654,40,beautiful,44.097
Claude Sonnet 4,1655,70,beautiful,79.475
Claude Sonnet 4,1656,65,beautiful,85.43599999999999
Claude Sonnet 4,1657,40,beautiful,6.879
Claude Sonnet 4,1658,20,beautiful,40.578
Claude Sonnet 4,1659,20,beautiful,10.515
Claude Sonnet 4,1660,40,beautiful,14.747
Claude Sonnet 4,1661,40,beautiful,21.747999999999998
Claude Sonnet 4,1662,20,beautiful,5.85
Claude Sonnet 4,1663,45,beautiful,25.596999999999998
Claude Sonnet 4,1664,25,beautiful,31.118000000000002
Claude Sonnet 4,1665,25,beautiful,46.523
Claude Sonnet 4,1666,25,beautiful,61.096000000000004
Claude Sonnet 4,1667,20,beautiful,7.1419999999999995
Claude Sonnet 4,1668,45,beautiful,52.33
Claude Sonnet 4,1669,60,beautiful,63.6
Claude Sonnet 4,1670,45,beautiful,54.369
Claude Sonnet 4,1671,60,beautiful,31.216
Claude Sonnet 4,1672,30,beautiful,52.607
Claude Sonnet 4,1673,45,beautiful,44.412000000000006
Claude Sonnet 4,1674,25,beautiful,1.456
Claude Sonnet 4,1675,65,beautiful,79.92099999999999
Claude Sonnet 4,1676,45,beautiful,12.156
Claude Sonnet 4,1677,35,beautiful,71.34400000000001
Claude Sonnet 4,1678,45,beautiful,22.725
Claude Sonnet 4,1679,45,beautiful,68.909
Claude Sonnet 4,1680,30,beautiful,10.024999999999999
Claude Sonnet 4,1681,40,beautiful,47.881
Claude Sonnet 4,1682,70,beautiful,52.141999999999996
Claude Sonnet 4,1683,30,beautiful,13.69
Claude Sonnet 4,1684,45,beautiful,67.244
Claude Sonnet 4,1685,45,beautiful,7.362
Claude Sonnet 4,1686,70,beautiful,60.518
Claude Sonnet 4,1687,15,beautiful,7.199999999999999
Claude Sonnet 4,1688,85,beautiful,24.901
Claude Sonnet 4,1689,10,beautiful,2.488
Claude Sonnet 4,1690,25,beautiful,60.074
Claude Sonnet 4,1691,30,beautiful,5.034999999999999
Claude Sonnet 4,1692,20,beautiful,6.412
Claude Sonnet 4,1693,70,beautiful,70.828
Claude Sonnet 4,1694,20,beautiful,4.408
Claude Sonnet 4,1695,35,beautiful,50.373000000000005
Claude Sonnet 4,1696,30,beautiful,4.284
Claude Sonnet 4,1697,20,beautiful,37.777
Claude Sonnet 4,1698,25,beautiful,18.001
Claude Sonnet 4,1699,60,beautiful,45.58
Claude Sonnet 4,1700,25,beautiful,31.194000000000003
Claude Sonnet 4,1701,35,beautiful,62.626
Claude Sonnet 4,1702,40,beautiful,66.819
Claude Sonnet 4,1703,70,beautiful,75.412
Claude Sonnet 4,1704,85,beautiful,46.916000000000004
Claude Sonnet 4,1705,60,beautiful,76.50999999999999
Claude Sonnet 4,1706,60,beautiful,63.663999999999994
Claude Sonnet 4,1707,15,beautiful,41.192
Claude Sonnet 4,1708,55,beautiful,59.446000000000005
Claude Sonnet 4,1709,35,beautiful,29.81
Claude Sonnet 4,1710,45,beautiful,57.739000000000004
Claude Sonnet 4,1711,30,beautiful,18.899
Claude Sonnet 4,1712,60,beautiful,48.068
Claude Sonnet 4,1713,35,beautiful,48.205999999999996
Claude Sonnet 4,1714,15,beautiful,30.191
Claude Sonnet 4,1715,25,beautiful,4.4590000000000005
Claude Sonnet 4,1716,40,beautiful,15.143
Claude Sonnet 4,1717,30,beautiful,17.477
Claude Sonnet 4,1718,15,beautiful,2.508
Claude Sonnet 4,1719,45,beautiful,24.731
Claude Sonnet 4,1720,20,beautiful,12.346
Claude Sonnet 4,1721,20,beautiful,13.040000000000001
Claude Sonnet 4,1722,60,beautiful,73.145
Claude Sonnet 4,1723,20,beautiful,15.61
Claude Sonnet 4,1724,60,beautiful,88.57
Claude Sonnet 4,1725,60,beautiful,33.568
Claude Sonnet 4,1726,40,beautiful,5.911999999999999
Claude Sonnet 4,1727,30,beautiful,11.491
Claude Sonnet 4,1728,20,beautiful,7.018
Claude Sonnet 4,1729,45,beautiful,24.621
Claude Sonnet 4,1730,40,beautiful,19.337
Claude Sonnet 4,1731,70,beautiful,38.501
Claude Sonnet 4,1732,30,beautiful,8.139999999999999
Claude Sonnet 4,1733,70,beautiful,48.491
Claude Sonnet 4,1734,65,beautiful,8.656
Claude Sonnet 4,1735,20,beautiful,43.605999999999995
Claude Sonnet 4,1736,25,beautiful,14.921
Claude Sonnet 4,1737,45,beautiful,25.878
Claude Sonnet 4,1738,20,beautiful,18.709
Claude Sonnet 4,1739,30,beautiful,6.879
Claude Sonnet 4,1740,20,beautiful,6.895
Claude Sonnet 4,1741,15,beautiful,16.938
Claude Sonnet 4,1742,35,beautiful,27.538
Claude Sonnet 4,1743,40,beautiful,19.673000000000002
Claude Sonnet 4,1744,35,beautiful,45.685
Claude Sonnet 4,1745,35,beautiful,81.105
Claude Sonnet 4,1746,25,beautiful,26.801
Claude Sonnet 4,1747,20,beautiful,26.110000000000003
Claude Sonnet 4,1748,30,beautiful,18.837
Claude Sonnet 4,1749,30,beautiful,3.363
Claude Sonnet 4,1750,45,beautiful,8.932
Claude Sonnet 4,1751,70,beautiful,40.916
Claude Sonnet 4,1752,35,beautiful,50.955000000000005
Claude Sonnet 4,1753,60,beautiful,86.42699999999999
Claude Sonnet 4,1754,35,beautiful,10.390999999999998
Claude Sonnet 4,1755,40,beautiful,29.465
Claude Sonnet 4,1756,35,beautiful,56.601
Claude Sonnet 4,1757,45,beautiful,44.273999999999994
Claude Sonnet 4,1758,30,beautiful,67.912
Claude Sonnet 4,1759,30,beautiful,37.655
Claude Sonnet 4,1760,30,beautiful,22.63
Claude Sonnet 4,1761,40,beautiful,4.759
Claude Sonnet 4,1762,20,beautiful,8.715
Claude Sonnet 4,1763,35,beautiful,51.762
Claude Sonnet 4,1764,30,beautiful,21.991
Claude Sonnet 4,1765,60,beautiful,16.246000000000002
Claude Sonnet 4,1766,45,beautiful,29.025
Claude Sonnet 4,1767,35,beautiful,29.278
Claude Sonnet 4,1768,40,beautiful,6.114000000000001
Claude Sonnet 4,1769,55,beautiful,23.483999999999998
Claude Sonnet 4,1770,60,beautiful,77.692
Claude Sonnet 4,1771,40,beautiful,59.009
Claude Sonnet 4,1772,20,beautiful,78.852
Claude Sonnet 4,1773,55,beautiful,45.561
Claude Sonnet 4,1774,40,beautiful,28.142
Claude Sonnet 4,1775,45,beautiful,68.181
Claude Sonnet 4,1776,45,beautiful,20.872
Claude Sonnet 4,1777,70,beautiful,73.283
Claude Sonnet 4,1778,35,beautiful,46.78
Claude Sonnet 4,1779,60,beautiful,47.298
Claude Sonnet 4,1780,60,beautiful,21.225
Claude Sonnet 4,1781,30,beautiful,10.786
Claude Sonnet 4,1782,35,beautiful,40.358999999999995
Claude Sonnet 4,1783,65,beautiful,52.229
Claude Sonnet 4,1784,70,beautiful,79.801
Claude Sonnet 4,1785,30,beautiful,22.313000000000002
Claude Sonnet 4,1786,30,beautiful,7.311
Claude Sonnet 4,1787,30,beautiful,20.495
Claude Sonnet 4,1788,30,beautiful,4.337
Claude Sonnet 4,1789,40,beautiful,38.53
Claude Sonnet 4,1790,35,beautiful,7.8580000000000005
Claude Sonnet 4,1791,35,beautiful,1.8609999999999998
Claude Sonnet 4,1792,70,beautiful,76.122
Claude Sonnet 4,1793,20,beautiful,5.9079999999999995
Claude Sonnet 4,1794,45,beautiful,69.715
Claude Sonnet 4,1795,30,beautiful,20.997
Claude Sonnet 4,1796,35,beautiful,45.647999999999996
Claude Sonnet 4,1797,40,beautiful,11.962
Claude Sonnet 4,1798,60,beautiful,7.586
Claude Sonnet 4,1799,45,beautiful,19.155
Claude Sonnet 4,1800,45,beautiful,36.753
Claude Sonnet 4,1801,65,beautiful,58.416
Claude Sonnet 4,1802,70,beautiful,19.777
Claude Sonnet 4,1803,60,beautiful,54.690000000000005
Claude Sonnet 4,1804,20,beautiful,28.733
Claude Sonnet 4,1805,45,beautiful,50.243
Claude Sonnet 4,1806,35,beautiful,25.733999999999998
Claude Sonnet 4,1807,55,beautiful,51.369
Claude Sonnet 4,1808,65,beautiful,19.056
Claude Sonnet 4,1809,35,beautiful,32.152
Claude Sonnet 4,1810,70,beautiful,76.322
Claude Sonnet 4,1811,70,beautiful,96.961
Claude Sonnet 4,1812,45,beautiful,94.59
Claude Sonnet 4,1813,30,beautiful,59.854
Claude Sonnet 4,1814,20,beautiful,1.872
Claude Sonnet 4,1815,65,beautiful,17.093
Claude Sonnet 4,1816,65,beautiful,86.536
Claude Sonnet 4,1817,60,beautiful,91.16
Claude Sonnet 4,1818,40,beautiful,65.984
Claude Sonnet 4,1819,70,beautiful,37.051
Claude Sonnet 4,1820,70,beautiful,33.54
Claude Sonnet 4,1821,80,beautiful,42.442
Claude Sonnet 4,1822,40,beautiful,54.168000000000006
Claude Sonnet 4,1823,60,beautiful,69.106
Claude Sonnet 4,1824,65,beautiful,69.18
Claude Sonnet 4,1825,35,beautiful,10.944
Claude Sonnet 4,1826,70,beautiful,59.279
Claude Sonnet 4,1827,30,beautiful,74.121
Claude Sonnet 4,1828,35,beautiful,21.051000000000002
Claude Sonnet 4,1829,70,beautiful,76.896
Claude Sonnet 4,1830,45,beautiful,73.069
Claude Sonnet 4,1831,35,beautiful,86.717
Claude Sonnet 4,1832,65,beautiful,53.609
Claude Sonnet 4,1833,35,beautiful,57.099000000000004
Claude Sonnet 4,1834,70,beautiful,55.485
Claude Sonnet 4,1835,60,beautiful,32.985
Claude Sonnet 4,1836,25,beautiful,12.479
Claude Sonnet 4,1837,65,beautiful,59.601
Claude Sonnet 4,1838,60,beautiful,37.075
Claude Sonnet 4,1839,25,beautiful,2.477
Claude Sonnet 4,1840,30,beautiful,4.737
Claude Sonnet 4,1841,35,beautiful,3.766
Claude Sonnet 4,1842,40,beautiful,26.911
Claude Sonnet 4,1843,35,beautiful,23.878
Claude Sonnet 4,1844,40,beautiful,22.206000000000003
Claude Sonnet 4,1845,60,beautiful,62.651
Claude Sonnet 4,1846,80,beautiful,77.473
Claude Sonnet 4,1847,70,beautiful,16.941
Claude Sonnet 4,1848,80,beautiful,87.645
Claude Sonnet 4,1849,70,beautiful,90.70499999999998
Claude Sonnet 4,1850,60,beautiful,51.888
Claude Sonnet 4,1851,30,beautiful,6.404
Claude Sonnet 4,1852,40,beautiful,10.678
Claude Sonnet 4,1853,15,beautiful,8.606
Claude Sonnet 4,1854,45,beautiful,30.335
Claude Sonnet 4,1855,40,beautiful,24.122
Claude Sonnet 4,1856,40,beautiful,27.86
Claude Sonnet 4,1857,40,beautiful,30.285000000000004
Claude Sonnet 4,1858,45,beautiful,33.239999999999995
Claude Sonnet 4,1859,65,beautiful,21.536
Claude Sonnet 4,1860,45,beautiful,68.1
Claude Sonnet 4,1861,65,beautiful,79.071
Claude Sonnet 4,1862,65,beautiful,60.837
Claude Sonnet 4,1863,35,beautiful,5.786
Claude Sonnet 4,1864,45,beautiful,39.207
Claude Sonnet 4,1865,25,beautiful,3.776
Claude Sonnet 4,1866,40,beautiful,77.686
Claude Sonnet 4,1867,15,beautiful,28.503
Claude Sonnet 4,1868,30,beautiful,52.256
Claude Sonnet 4,1869,30,beautiful,34.598
Claude Sonnet 4,1870,40,beautiful,14.883
Claude Sonnet 4,1871,60,beautiful,34.913
Claude Sonnet 4,1873,40,beautiful,20.345
Claude Sonnet 4,1872,30,beautiful,73.76599999999999
Claude Sonnet 4,1874,40,beautiful,7.82
Claude Sonnet 4,1875,60,beautiful,38.819
Claude Sonnet 4,1876,80,beautiful,56.781
Claude Sonnet 4,1877,40,beautiful,18.67
Claude Sonnet 4,1878,30,beautiful,40.099000000000004
Claude Sonnet 4,1879,20,beautiful,14.803999999999998
Claude Sonnet 4,1880,20,beautiful,4.612
Claude Sonnet 4,1881,35,beautiful,24.346999999999998
Claude Sonnet 4,1882,70,beautiful,68.99
Claude Sonnet 4,1883,45,beautiful,57.648
Claude Sonnet 4,1884,70,beautiful,80.262
Claude Sonnet 4,1885,45,beautiful,16.182000000000002
Claude Sonnet 4,1886,70,beautiful,88.67599999999999
Claude Sonnet 4,1887,40,beautiful,65.51
Claude Sonnet 4,1888,40,beautiful,23.138
Claude Sonnet 4,1889,60,beautiful,51.178
Claude Sonnet 4,1890,75,beautiful,91.507
Claude Sonnet 4,1891,60,beautiful,16.830000000000002
Claude Sonnet 4,1892,65,beautiful,75.27
Claude Sonnet 4,1893,60,beautiful,60.778
Claude Sonnet 4,1894,40,beautiful,24.152
Claude Sonnet 4,1895,60,beautiful,55.035
Claude Sonnet 4,1896,45,beautiful,64.25
Claude Sonnet 4,1897,40,beautiful,31.787999999999997
Claude Sonnet 4,1898,40,beautiful,9.636
Claude Sonnet 4,1899,30,beautiful,28.643
Claude Sonnet 4,1900,25,beautiful,15.038
Claude Sonnet 4,1901,25,beautiful,73.651
Claude Sonnet 4,1902,40,beautiful,55.155
Claude Sonnet 4,1903,40,beautiful,36.661
Claude Sonnet 4,1904,45,beautiful,9.718
Claude Sonnet 4,1905,20,beautiful,1.712
Claude Sonnet 4,1906,75,beautiful,71.16799999999999
Claude Sonnet 4,1907,35,beautiful,49.208999999999996
Claude Sonnet 4,1908,45,beautiful,46.482
Claude Sonnet 4,1909,60,beautiful,32.751000000000005
Claude Sonnet 4,1910,70,beautiful,53.612
Claude Sonnet 4,1911,35,beautiful,31.352000000000004
Claude Sonnet 4,1912,65,beautiful,67.833
Claude Sonnet 4,1914,20,beautiful,11.198999999999998
Claude Sonnet 4,1913,25,beautiful,10.174000000000001
Claude Sonnet 4,1915,45,beautiful,39.322
Claude Sonnet 4,1916,70,beautiful,12.343
Claude Sonnet 4,1917,20,beautiful,13.817
Claude Sonnet 4,1918,30,beautiful,28.874
Claude Sonnet 4,1919,30,beautiful,10.083
Claude Sonnet 4,1920,10,beautiful,9.618
Claude Sonnet 4,1921,60,beautiful,28.588
Claude Sonnet 4,1922,65,beautiful,53.881
Claude Sonnet 4,1923,65,beautiful,66.34299999999999
Claude Sonnet 4,1924,65,beautiful,61.093
Claude Sonnet 4,1925,70,beautiful,73.279
Claude Sonnet 4,1926,70,beautiful,77.28399999999999
Claude Sonnet 4,1927,35,beautiful,10.804
Claude Sonnet 4,1928,60,beautiful,76.056
Claude Sonnet 4,1929,40,beautiful,50.119
Claude Sonnet 4,1930,20,beautiful,46.625
Claude Sonnet 4,1931,45,beautiful,20.403
Claude Sonnet 4,1932,20,beautiful,23.529
Claude Sonnet 4,1933,30,beautiful,21.697000000000003
Claude Sonnet 4,1934,60,beautiful,12.032
Claude Sonnet 4,1935,45,beautiful,53.297999999999995
Claude Sonnet 4,1936,45,beautiful,73.115
Claude Sonnet 4,1937,35,beautiful,38.828
Claude Sonnet 4,1938,60,beautiful,36.871
Claude Sonnet 4,1939,60,beautiful,60.454
Claude Sonnet 4,1940,40,beautiful,32.795
Claude Sonnet 4,1941,40,beautiful,10.198
Claude Sonnet 4,1942,45,beautiful,51.044
Claude Sonnet 4,1943,45,beautiful,24.134
Claude Sonnet 4,1944,35,beautiful,58.626
Claude Sonnet 4,1945,70,beautiful,76.562
Claude Sonnet 4,1946,65,beautiful,84.14099999999999
Claude Sonnet 4,1947,20,beautiful,13.931000000000001
Claude Sonnet 4,1948,40,beautiful,4.0760000000000005
Claude Sonnet 4,1949,75,beautiful,82.762
Claude Sonnet 4,1950,40,beautiful,47.526
Claude Sonnet 4,1951,45,beautiful,22.730999999999998
Claude Sonnet 4,1952,35,beautiful,55.086000000000006
Claude Sonnet 4,1953,25,beautiful,10.995999999999999
Claude Sonnet 4,1954,25,beautiful,55.472
Claude Sonnet 4,1955,65,beautiful,88.60900000000001
Claude Sonnet 4,1956,35,beautiful,8.058
Claude Sonnet 4,1957,40,beautiful,32.867000000000004
Claude Sonnet 4,1958,40,beautiful,19.639
Claude Sonnet 4,1959,40,beautiful,26.531
Claude Sonnet 4,1960,30,beautiful,19.480999999999998
Claude Sonnet 4,1961,20,beautiful,5.789
Claude Sonnet 4,1962,60,beautiful,52.942
Claude Sonnet 4,1963,60,beautiful,40.441
Claude Sonnet 4,1964,40,beautiful,25.175
Claude Sonnet 4,1965,35,beautiful,14.406
Claude Sonnet 4,1966,45,beautiful,59.767
Claude Sonnet 4,1967,30,beautiful,42.077
Claude Sonnet 4,1968,40,beautiful,9.741999999999999
Claude Sonnet 4,1969,40,beautiful,18.318
Claude Sonnet 4,1970,40,beautiful,25.470000000000002
Claude Sonnet 4,1971,25,beautiful,22.991
Claude Sonnet 4,1972,35,beautiful,3.3369999999999997
Claude Sonnet 4,1973,35,beautiful,32.182
Claude Sonnet 4,1974,45,beautiful,42.07
Claude Sonnet 4,1975,20,beautiful,7.755999999999999
Claude Sonnet 4,1976,40,beautiful,62.741
Claude Sonnet 4,1977,60,beautiful,41.858000000000004
Claude Sonnet 4,1978,45,beautiful,29.56
Claude Sonnet 4,1979,60,beautiful,20.009999999999998
Claude Sonnet 4,1980,25,beautiful,44.199
Claude Sonnet 4,1981,35,beautiful,8.799
Claude Sonnet 4,1982,30,beautiful,59.909
Claude Sonnet 4,1983,45,beautiful,38.501
Claude Sonnet 4,1984,30,beautiful,35.428000000000004
Claude Sonnet 4,1985,25,beautiful,2.918
Claude Sonnet 4,1986,25,beautiful,12.255
Claude Sonnet 4,1987,60,beautiful,13.062000000000001
Claude Sonnet 4,1988,20,beautiful,24.68
